method,task,regime,budget,split,seed,episodes,stress,success_rate,utility,causal_mechanism_recall,spurious_dependence_rate,tail_failure_rate,damage_rate,selection_cost,regret,calibration_error,risk_budget,risk_score,accepted,budget_breach,fixed_risk_utility
influence_function_selector,contact_grasp_policy,counterfactual_missing,large_budget,combined_stress,8,96,0.49008000,0.43750000,0.14397303,0.55213284,0.32027015,0.13528415,0.08351635,0.20624528,0.22650889,0.10253660,0.10000000,0.32582017,0,0,0.10777635
influence_function_selector,contact_grasp_policy,counterfactual_missing,large_budget,combined_stress,9,96,0.49008000,0.51041667,0.22052536,0.55304984,0.32106815,0.13364297,0.08264374,0.20676128,0.21831465,0.10307256,0.10000000,0.32229093,0,0,0.18435160
influence_function_selector,contact_grasp_policy,counterfactual_missing,medium_budget,combined_stress,0,96,0.50808000,0.45833333,0.16257930,0.55084684,0.32339471,0.13434588,0.08326530,0.21753728,0.22389464,0.10267909,0.10000000,0.32647458,0,0,0.12635047
influence_function_selector,contact_grasp_policy,counterfactual_missing,medium_budget,combined_stress,1,96,0.50808000,0.45833333,0.16274494,0.55177084,0.32419871,0.13489643,0.08384080,0.21005328,0.22458689,0.10321917,0.10000000,0.32769007,0,0,0.12653921
influence_function_selector,contact_grasp_policy,counterfactual_missing,medium_budget,combined_stress,2,96,0.50808000,0.39583333,0.09462081,0.55269484,0.32500271,0.13732198,0.08565381,0.21057328,0.23289165,0.10375925,0.10000000,0.33296456,0,0,0.05843818
influence_function_selector,contact_grasp_policy,counterfactual_missing,medium_budget,combined_stress,3,96,0.50808000,0.54166667,0.24906001,0.55361884,0.32580671,0.13349754,0.08334181,0.21109328,0.21582140,0.10429933,0.10000000,0.32470904,0,0,0.21290048
influence_function_selector,contact_grasp_policy,counterfactual_missing,medium_budget,combined_stress,4,96,0.50808000,0.44791667,0.14446424,0.54053584,0.32661071,0.13686059,0.08577357,0.21161328,0.22849268,0.10483941,0.10000000,0.33496010,0,0,0.10797764
influence_function_selector,contact_grasp_policy,counterfactual_missing,medium_budget,combined_stress,5,96,0.50808000,0.50000000,0.20003059,0.54145984,0.32741471,0.13584864,0.08531782,0.21213328,0.22284119,0.09737549,0.10000000,0.33071205,0,0,0.16356708
influence_function_selector,contact_grasp_policy,counterfactual_missing,medium_budget,combined_stress,6,96,0.50808000,0.47916667,0.17641912,0.54238384,0.32821871,0.13702419,0.08630583,0.21265328,0.22607094,0.09791557,0.10000000,0.33328053,0,0,0.13997872
influence_function_selector,contact_grasp_policy,counterfactual_missing,medium_budget,combined_stress,7,96,0.50808000,0.45833333,0.15876904,0.54330784,0.32902271,0.13019574,0.08681359,0.21317328,0.22882045,0.09845565,0.10000000,0.32982361,0,0,0.12235174
influence_function_selector,contact_grasp_policy,counterfactual_missing,medium_budget,combined_stress,8,96,0.50808000,0.38541667,0.07951675,0.54423184,0.32982671,0.13293380,0.08883285,0.21369328,0.23839396,0.09899573,0.10000000,0.33577459,0,0,0.04312254
influence_function_selector,contact_grasp_policy,counterfactual_missing,medium_budget,combined_stress,9,96,0.50808000,0.51041667,0.21169962,0.54515584,0.33063071,0.12973435,0.08693335,0.21421328,0.22386121,0.09953581,0.10000000,0.32887208,0,0,0.17532852
influence_function_selector,contact_grasp_policy,counterfactual_missing,small_budget,combined_stress,0,96,0.53058000,0.44791667,0.14165470,0.53863084,0.32731541,0.13814137,0.08584810,0.21751728,0.22815244,0.10576551,0.10000000,0.33740715,0,0,0.10512047
influence_function_selector,contact_grasp_policy,counterfactual_missing,small_budget,combined_stress,1,96,0.53058000,0.44791667,0.14159050,0.53954784,0.32811341,0.13868769,0.08641924,0.21803328,0.22883945,0.09829747,0.10000000,0.33653238,0,0,0.10507919
influence_function_selector,contact_grasp_policy,counterfactual_missing,small_budget,combined_stress,2,96,0.53058000,0.47916667,0.17959153,0.54046484,0.32891141,0.13029251,0.08589140,0.21854928,0.22523997,0.09883343,0.10000000,0.32968373,0,0,0.14310315
influence_function_selector,contact_grasp_policy,counterfactual_missing,small_budget,combined_stress,3,96,0.53058000,0.39583333,0.08922135,0.54138184,0.32970941,0.13333884,0.08811254,0.21906528,0.23607698,0.09936939,0.10000000,0.33630200,0,0,0.05275590
influence_function_selector,contact_grasp_policy,counterfactual_missing,small_budget,combined_stress,4,96,0.53058000,0.43750000,0.13238918,0.54229884,0.33050741,0.13263516,0.08785868,0.21958128,0.23168899,0.09990535,0.10000000,0.33480227,0,0,0.09594665
influence_function_selector,contact_grasp_policy,counterfactual_missing,small_budget,combined_stress,5,96,0.53058000,0.44791667,0.14217250,0.54321584,0.33130541,0.13286899,0.08822358,0.22009728,0.23110725,0.10044131,0.10000000,0.33533204,0,0,0.10575289
influence_function_selector,contact_grasp_policy,counterfactual_missing,small_budget,combined_stress,6,96,0.53058000,0.47916667,0.17421215,0.54413284,0.33210341,0.13247781,0.08817597,0.22061328,0.22798801,0.10097727,0.10000000,0.33450881,0,0,0.13781548
influence_function_selector,contact_grasp_policy,counterfactual_missing,small_budget,combined_stress,7,96,0.53058000,0.44791667,0.14208411,0.54504984,0.33290141,0.13396163,0.08936586,0.22112928,0.22247627,0.10151323,0.10000000,0.33514327,0,0,0.10571036
influence_function_selector,contact_grasp_policy,counterfactual_missing,small_budget,combined_stress,8,96,0.53058000,0.50000000,0.20294338,0.54596684,0.33369941,0.13294546,0.08090176,0.22164528,0.21681953,0.10204919,0.10000000,0.32800456,0,0,0.16659255
influence_function_selector,contact_grasp_policy,counterfactual_missing,small_budget,combined_stress,9,96,0.53058000,0.38541667,0.07918870,0.54688384,0.33449741,0.13692928,0.08374165,0.22216128,0.23146279,0.10258515,0.10000000,0.33665233,0,0,0.04286080
influence_function_selector,contact_grasp_policy,counterfactual_missing,tiny_budget,combined_stress,0,96,0.55458000,0.39583333,0.08382112,0.54102984,0.33222749,0.13551452,0.08923241,0.22610528,0.23697492,0.10124375,0.10000000,0.34108809,0,0,0.04734687
influence_function_selector,contact_grasp_policy,counterfactual_missing,tiny_budget,combined_stress,1,96,0.55458000,0.45833333,0.14925556,0.54193984,0.33301949,0.13418162,0.08856169,0.22661728,0.23004418,0.10177559,0.10000000,0.33822614,0,0,0.11280406
influence_function_selector,contact_grasp_policy,counterfactual_missing,tiny_budget,combined_stress,2,96,0.55458000,0.46875000,0.15904917,0.54284984,0.33381149,0.13441122,0.08892222,0.22712928,0.22945720,0.10230743,0.10000000,0.33874669,0,0,0.12262041
influence_function_selector,contact_grasp_policy,counterfactual_missing,tiny_budget,combined_stress,3,96,0.55458000,0.42708333,0.11320194,0.54375984,0.33460349,0.13620331,0.09031400,0.22764128,0.23521396,0.10283927,0.10000000,0.34264974,0,0,0.07679594
influence_function_selector,contact_grasp_policy,counterfactual_missing,tiny_budget,combined_stress,4,96,0.55458000,0.41666667,0.10990380,0.54466984,0.33539549,0.13705791,0.08308303,0.22815328,0.22715948,0.10337111,0.10000000,0.33695951,0,0,0.07352054
influence_function_selector,contact_grasp_policy,counterfactual_missing,tiny_budget,combined_stress,5,96,0.55458000,0.39583333,0.08631290,0.54557984,0.33618749,0.13822500,0.08406232,0.22866528,0.23037874,0.10390295,0.10000000,0.33950956,0,0,0.04995240
influence_function_selector,contact_grasp_policy,counterfactual_missing,tiny_budget,combined_stress,6,96,0.55458000,0.45833333,0.15326810,0.54648984,0.33697949,0.13689210,0.08339160,0.22117328,0.22344801,0.10443479,0.10000000,0.33664761,0,0,0.11693035
influence_function_selector,contact_grasp_policy,counterfactual_missing,tiny_budget,combined_stress,7,96,0.55458000,0.43750000,0.12967721,0.54739984,0.33777149,0.13805920,0.08437088,0.22168528,0.22666728,0.10496663,0.10000000,0.33919766,0,0,0.09336221
influence_function_selector,contact_grasp_policy,counterfactual_missing,tiny_budget,combined_stress,8,96,0.55458000,0.46875000,0.16172715,0.54830984,0.33856349,0.13766379,0.08431891,0.22219728,0.22354279,0.10549847,0.10000000,0.33836521,0,0,0.12543490
influence_function_selector,contact_grasp_policy,counterfactual_missing,tiny_budget,combined_stress,9,96,0.55458000,0.40625000,0.09362359,0.54921984,0.33935549,0.14008089,0.08612319,0.22270928,0.23183706,0.10603031,0.10000000,0.34362126,0,0,0.05735409
influence_function_selector,contact_grasp_policy,compound_spurious_shift,large_budget,combined_stress,0,96,0.53600000,0.51041667,0.21235677,0.54908300,0.33369912,0.13469207,0.08377261,0.20641200,0.21911966,0.10462598,0.10000000,0.33181436,0,0,0.17608385
influence_function_selector,contact_grasp_policy,compound_spurious_shift,large_budget,combined_stress,1,96,0.53600000,0.37500000,0.06633548,0.55000700,0.33450312,0.13930512,0.08702936,0.20693200,0.23630567,0.10516606,0.10000000,0.34182435,0,0,0.03008565
influence_function_selector,contact_grasp_policy,compound_spurious_shift,large_budget,combined_stress,2,96,0.53600000,0.36458333,0.05076504,0.53692400,0.33530712,0.14016817,0.08781112,0.20745200,0.23882695,0.10570614,0.10000000,0.34666341,0,0,0.01418814
influence_function_selector,contact_grasp_policy,compound_spurious_shift,large_budget,combined_stress,3,96,0.53600000,0.39583333,0.08279441,0.53784800,0.33611112,0.13978122,0.08776787,0.20797200,0.23571295,0.10624622,0.10000000,0.34584939,0,0,0.04624061
influence_function_selector,contact_grasp_policy,compound_spurious_shift,large_budget,combined_stress,4,96,0.53600000,0.48958333,0.18287342,0.53877200,0.33691512,0.13751927,0.08648713,0.20849200,0.22498646,0.09878230,0.10000000,0.33889534,0,0,0.14634272
influence_function_selector,contact_grasp_policy,compound_spurious_shift,large_budget,combined_stress,5,96,0.53600000,0.51041667,0.20377463,0.53969600,0.33771912,0.13744483,0.08665013,0.20901200,0.22314121,0.09932238,0.10000000,0.33875783,0,0,0.16726703
influence_function_selector,contact_grasp_policy,compound_spurious_shift,large_budget,combined_stress,6,96,0.53600000,0.43750000,0.13048371,0.54062000,0.33852312,0.13217888,0.08818915,0.20953200,0.23223447,0.09986246,0.10000000,0.33868340,0,0,0.09399921
influence_function_selector,contact_grasp_policy,compound_spurious_shift,large_budget,combined_stress,7,96,0.53600000,0.45833333,0.15138492,0.54154400,0.33932712,0.13210443,0.08835215,0.21005200,0.23038923,0.10040254,0.10000000,0.33854589,0,0,0.11492352
influence_function_selector,contact_grasp_policy,compound_spurious_shift,large_budget,combined_stress,8,96,0.53600000,0.47916667,0.17228612,0.54246800,0.34013112,0.13202998,0.08851516,0.21057200,0.22854398,0.10094262,0.10000000,0.33840837,0,0,0.13584782
influence_function_selector,contact_grasp_policy,compound_spurious_shift,large_budget,combined_stress,9,96,0.53600000,0.48958333,0.18466046,0.54339200,0.34093512,0.13226803,0.08888441,0.21109200,0.21796248,0.10148270,0.10000000,0.33634606,0,0,0.14824526
influence_function_selector,contact_grasp_policy,compound_spurious_shift,medium_budget,combined_stress,0,96,0.55400000,0.47916667,0.16902556,0.54195200,0.34391568,0.13218180,0.08915639,0.21430000,0.22904403,0.10153831,0.10000000,0.34142981,0,0,0.13257436
influence_function_selector,contact_grasp_policy,compound_spurious_shift,medium_budget,combined_stress,1,96,0.55400000,0.39583333,0.08779940,0.54288300,0.34472568,0.13523658,0.08338226,0.21482400,0.22988653,0.10208251,0.10000000,0.34050274,0,0,0.05137147
influence_function_selector,contact_grasp_policy,compound_spurious_shift,medium_budget,combined_stress,2,96,0.55400000,0.47916667,0.18119773,0.54381400,0.33352968,0.13283513,0.08206864,0.21534800,0.21986638,0.10238659,0.10000000,0.33059259,0,0,0.14479308
influence_function_selector,contact_grasp_policy,compound_spurious_shift,medium_budget,combined_stress,3,96,0.55400000,0.42708333,0.12419149,0.54474500,0.33433968,0.13495241,0.08367976,0.21587200,0.22690763,0.10293079,0.10000000,0.33519979,0,0,0.08781011
influence_function_selector,contact_grasp_policy,compound_spurious_shift,medium_budget,combined_stress,4,96,0.55400000,0.41666667,0.11169791,0.54567600,0.33514968,0.13581969,0.08446588,0.21639600,0.22887388,0.10347499,0.10000000,0.33710100,0,0,0.07533981
influence_function_selector,contact_grasp_policy,compound_spurious_shift,medium_budget,combined_stress,5,96,0.55400000,0.45833333,0.15484516,0.54660700,0.33595968,0.13512447,0.08422074,0.21692000,0.22449637,0.10401919,0.10000000,0.33561970,0,0,0.11851034
influence_function_selector,contact_grasp_policy,compound_spurious_shift,medium_budget,combined_stress,6,96,0.55400000,0.41666667,0.10896708,0.54753800,0.33676968,0.13692925,0.08562561,0.21744400,0.23026887,0.10456339,0.10000000,0.33955041,0,0,0.07265553
influence_function_selector,contact_grasp_policy,compound_spurious_shift,medium_budget,combined_stress,7,96,0.55400000,0.39583333,0.08534534,0.54846900,0.33757968,0.13810903,0.08661798,0.21796800,0.23350387,0.10510759,0.10000000,0.34212811,0,0,0.04905706
influence_function_selector,contact_grasp_policy,compound_spurious_shift,medium_budget,combined_stress,8,96,0.55400000,0.31250000,-0.00352465,0.54940000,0.33838968,0.14116381,0.08884784,0.21048800,0.24435136,0.10565179,0.10000000,0.34876481,0,0,-0.03978965
influence_function_selector,contact_grasp_policy,compound_spurious_shift,medium_budget,combined_stress,9,96,0.55400000,0.48958333,0.18120163,0.53632400,0.33919968,0.13640609,0.08592146,0.21101200,0.22404039,0.10619599,0.10000000,0.34143609,0,0,0.14460973
influence_function_selector,contact_grasp_policy,compound_spurious_shift,small_budget,combined_stress,0,96,0.57650000,0.43750000,0.12651697,0.54301500,0.34721238,0.13647507,0.08390033,0.22186800,0.22599746,0.10419625,0.10000000,0.34292232,0,0,0.09009235
influence_function_selector,contact_grasp_policy,compound_spurious_shift,small_budget,combined_stress,1,96,0.57650000,0.42708333,0.11977210,0.54393900,0.33601038,0.13688189,0.08443860,0.22238800,0.22739082,0.10449621,0.10000000,0.33909145,0,0,0.08337057
influence_function_selector,contact_grasp_policy,compound_spurious_shift,small_budget,combined_stress,2,96,0.57650000,0.45833333,0.15180147,0.54486300,0.33681438,0.13649495,0.08439536,0.22290800,0.22427682,0.10503629,0.10000000,0.33827743,0,0,0.11542304
influence_function_selector,contact_grasp_policy,compound_spurious_shift,small_budget,combined_stress,3,96,0.57650000,0.35416667,0.03916467,0.54578700,0.33761838,0.14017050,0.08703336,0.22342800,0.23765658,0.10557637,0.10000000,0.34625792,0,0,0.00280935
influence_function_selector,contact_grasp_policy,compound_spurious_shift,small_budget,combined_stress,4,96,0.57650000,0.43750000,0.12835564,0.54671100,0.33842238,0.13822105,0.08595887,0.21594400,0.22819883,0.10611645,0.10000000,0.34206140,0,0,0.09202341
influence_function_selector,contact_grasp_policy,compound_spurious_shift,small_budget,combined_stress,5,96,0.57650000,0.36458333,0.04910334,0.54763500,0.33922638,0.14095910,0.08797812,0.21646400,0.23777233,0.10665653,0.10000000,0.34801239,0,0,0.01279422
influence_function_selector,contact_grasp_policy,compound_spurious_shift,small_budget,combined_stress,6,96,0.57650000,0.42708333,0.11451722,0.54855900,0.34003038,0.13963465,0.08731613,0.21698400,0.23085209,0.10719661,0.10000000,0.34516888,0,0,0.07823119
influence_function_selector,contact_grasp_policy,compound_spurious_shift,small_budget,combined_stress,7,96,0.57650000,0.39583333,0.07669044,0.53547600,0.34083438,0.14112271,0.08851038,0.21750400,0.23591087,0.10773669,0.10000000,0.35136094,0,0,0.04007734
influence_function_selector,contact_grasp_policy,compound_spurious_shift,small_budget,combined_stress,8,96,0.57650000,0.29166667,-0.03466571,0.53640000,0.34163838,0.14479826,0.09114839,0.21802400,0.24929062,0.10027277,0.10000000,0.35726038,0,0,-0.07125571
influence_function_selector,contact_grasp_policy,compound_spurious_shift,small_budget,combined_stress,9,96,0.57650000,0.37500000,0.05300449,0.53732400,0.34244238,0.14284881,0.09007389,0.21854400,0.23983288,0.10081285,0.10000000,0.35306387,0,0,0.01643759
influence_function_selector,contact_grasp_policy,compound_spurious_shift,tiny_budget,combined_stress,0,96,0.60050000,0.34375000,0.02506204,0.54481900,0.33960846,0.14228662,0.08797565,0.22211200,0.23936182,0.10708817,0.10000000,0.35090929,0,0,-0.01131748
influence_function_selector,contact_grasp_policy,compound_spurious_shift,tiny_budget,combined_stress,1,96,0.60050000,0.45833333,0.14612703,0.54573600,0.34040646,0.13939545,0.08627804,0.22262800,0.22609258,0.10762413,0.10000000,0.34467406,0,0,0.10977043
influence_function_selector,contact_grasp_policy,compound_spurious_shift,tiny_budget,combined_stress,2,96,0.60050000,0.41666667,0.10026952,0.54665300,0.34120446,0.14119177,0.08767419,0.22314400,0.23185459,0.10816009,0.10000000,0.34858632,0,0,0.06393585
influence_function_selector,contact_grasp_policy,compound_spurious_shift,tiny_budget,combined_stress,3,96,0.60050000,0.37500000,0.05132487,0.53356300,0.34200246,0.14298809,0.08907033,0.22366000,0.23817688,0.10869605,0.10000000,0.35544566,0,0,0.01466394
influence_function_selector,contact_grasp_policy,compound_spurious_shift,tiny_budget,combined_stress,4,96,0.60050000,0.43750000,0.11802966,0.53448000,0.34280046,0.14165942,0.08840397,0.22417600,0.23125139,0.10122801,0.10000000,0.35051189,0,0,0.08139166
influence_function_selector,contact_grasp_policy,compound_spurious_shift,tiny_budget,combined_stress,5,96,0.60050000,0.39583333,0.07813353,0.53539700,0.34359846,0.13545174,0.08931988,0.22469200,0.23653316,0.10176397,0.10000000,0.34839875,0,0,0.04151846
influence_function_selector,contact_grasp_policy,compound_spurious_shift,tiny_budget,combined_stress,6,96,0.60050000,0.44791667,0.13242952,0.53631400,0.34439646,0.13443557,0.08885977,0.22520800,0.23087641,0.10229993,0.10000000,0.34622252,0,0,0.09583737
influence_function_selector,contact_grasp_policy,compound_spurious_shift,tiny_budget,combined_stress,7,96,0.60050000,0.33333333,0.00867484,0.53723100,0.34519446,0.13841939,0.09169966,0.22572400,0.24551967,0.10283589,0.10000000,0.35487028,0,0,-0.02789438
influence_function_selector,contact_grasp_policy,compound_spurious_shift,tiny_budget,combined_stress,8,96,0.60050000,0.37500000,0.05184267,0.53814800,0.34599246,0.13771571,0.09144581,0.22624000,0.24113168,0.10337185,0.10000000,0.35337055,0,0,0.01529637
influence_function_selector,contact_grasp_policy,compound_spurious_shift,tiny_budget,combined_stress,9,96,0.60050000,0.41666667,0.09501049,0.53906500,0.34679046,0.13701204,0.09119195,0.22675600,0.23674369,0.10390781,0.10000000,0.35187082,0,0,0.05848711
influence_function_selector,peg_search_policy,iid_mechanisms,large_budget,combined_stress,0,96,0.24300000,0.60416667,0.35399074,0.56471400,0.27899156,0.11611668,0.07905585,0.20911200,0.20909806,0.08567183,0.10000000,0.27346013,0,0,0.31810859
influence_function_selector,peg_search_policy,iid_mechanisms,large_budget,combined_stress,1,96,0.24300000,0.63541667,0.39682887,0.56555400,0.27972356,0.11567900,0.07095626,0.20158000,0.19591614,0.08616247,0.10000000,0.26497171,0,0,0.36096772
influence_function_selector,peg_search_policy,iid_mechanisms,large_budget,combined_stress,2,96,0.24300000,0.59375000,0.35108448,0.56639400,0.28045556,0.11742881,0.07230443,0.20205200,0.20162047,0.08665311,0.10000000,0.26878258,0,0,0.31524433
influence_function_selector,peg_search_policy,iid_mechanisms,large_budget,combined_stress,3,96,0.24300000,0.67708333,0.43887810,0.56723400,0.28118756,0.11542863,0.07117759,0.20252400,0.19209980,0.08714375,0.10000000,0.26447545,0,0,0.40305895
influence_function_selector,peg_search_policy,iid_mechanisms,large_budget,combined_stress,4,96,0.24300000,0.58333333,0.33749288,0.56807400,0.28191956,0.11874094,0.07355701,0.20299600,0.20414788,0.08763439,0.10000000,0.27166881,0,0,0.30169473
influence_function_selector,peg_search_policy,iid_mechanisms,large_budget,combined_stress,5,96,0.24300000,0.57291667,0.32513299,0.56891400,0.28265156,0.11955326,0.07428642,0.20346800,0.20604596,0.08812503,0.10000000,0.27345018,0,0,0.28935584
influence_function_selector,peg_search_policy,iid_mechanisms,large_budget,combined_stress,6,96,0.24300000,0.63541667,0.39067028,0.56975400,0.28338356,0.11817808,0.07357209,0.20394000,0.19906278,0.08861567,0.10000000,0.27049604,0,0,0.35491413
influence_function_selector,peg_search_policy,iid_mechanisms,large_budget,combined_stress,7,96,0.24300000,0.57291667,0.32863094,0.57059400,0.28411556,0.11254889,0.07485251,0.20441200,0.20682437,0.08910631,0.10000000,0.26963450,0,0,0.29289579
influence_function_selector,peg_search_policy,iid_mechanisms,large_budget,combined_stress,8,96,0.24300000,0.56250000,0.31627105,0.57143400,0.28484756,0.11336121,0.07558193,0.20488400,0.20872245,0.08959695,0.10000000,0.27141586,0,0,0.28055690
influence_function_selector,peg_search_policy,iid_mechanisms,large_budget,combined_stress,9,96,0.24300000,0.62500000,0.38180833,0.57227400,0.28557956,0.11198602,0.07486759,0.20535600,0.20173928,0.09008759,0.10000000,0.26846173,0,0,0.34611518
influence_function_selector,peg_search_policy,iid_mechanisms,medium_budget,combined_stress,0,96,0.26100000,0.60416667,0.35317091,0.56167800,0.28071212,0.11468606,0.07812498,0.21133600,0.20771109,0.09275824,0.10000000,0.27523325,0,0,0.31721286
influence_function_selector,peg_search_policy,iid_mechanisms,medium_budget,combined_stress,1,96,0.26100000,0.53125000,0.27403174,0.56252500,0.28145012,0.11737760,0.08009626,0.21181200,0.21722691,0.09325300,0.10000000,0.28108283,0,0,0.23809486
influence_function_selector,peg_search_policy,iid_mechanisms,medium_budget,combined_stress,2,96,0.26100000,0.55208333,0.29504607,0.56337200,0.28218812,0.11725665,0.08021129,0.21228800,0.21532398,0.09374776,0.10000000,0.28084392,0,0,0.25913037
influence_function_selector,peg_search_policy,iid_mechanisms,medium_budget,combined_stress,3,96,0.26100000,0.64583333,0.39395757,0.56421900,0.28292612,0.11494819,0.07888256,0.21276400,0.20453981,0.09424252,0.10000000,0.27586950,0,0,0.35806304
influence_function_selector,peg_search_policy,iid_mechanisms,medium_budget,combined_stress,4,96,0.26100000,0.51041667,0.25849462,0.56506600,0.28366412,0.11951474,0.07408734,0.21324000,0.21166313,0.08673328,0.10000000,0.27613326,0,0,0.22262127
influence_function_selector,peg_search_policy,iid_mechanisms,medium_budget,combined_stress,5,96,0.26100000,0.54166667,0.29063712,0.56591300,0.28440212,0.11908128,0.07399611,0.21371600,0.20849145,0.08722804,0.10000000,0.27521785,0,0,0.25478494
influence_function_selector,peg_search_policy,iid_mechanisms,medium_budget,combined_stress,6,96,0.26100000,0.54166667,0.29091587,0.56676000,0.28514012,0.11958532,0.07452364,0.20618800,0.20912602,0.08772280,0.10000000,0.27633193,0,0,0.25508487
influence_function_selector,peg_search_policy,iid_mechanisms,medium_budget,combined_stress,7,96,0.26100000,0.61458333,0.36757104,0.56760700,0.28587812,0.11790187,0.07360742,0.20666400,0.20087935,0.08821756,0.10000000,0.27271051,0,0,0.33176121
influence_function_selector,peg_search_policy,iid_mechanisms,medium_budget,combined_stress,8,96,0.26100000,0.61458333,0.36632904,0.56845400,0.28661612,0.11840591,0.07413494,0.20714000,0.20151392,0.08871232,0.10000000,0.27382460,0,0,0.33054039
influence_function_selector,peg_search_policy,iid_mechanisms,medium_budget,combined_stress,9,96,0.26100000,0.53125000,0.27606170,0.56930100,0.28735412,0.12140996,0.07631247,0.20761600,0.21229849,0.08920708,0.10000000,0.28035068,0,0,0.24029423
influence_function_selector,peg_search_policy,iid_mechanisms,small_budget,combined_stress,0,96,0.28350000,0.48958333,0.23134456,0.55747000,0.27949082,0.11798315,0.07903232,0.21589200,0.21960228,0.09231382,0.10000000,0.28208358,0,0,0.19528131
influence_function_selector,peg_search_policy,iid_mechanisms,small_budget,combined_stress,1,96,0.28350000,0.62500000,0.37477901,0.55831000,0.28022282,0.11442047,0.07687424,0.21636400,0.20373785,0.09280446,0.10000000,0.27439394,0,0,0.33873676
influence_function_selector,peg_search_policy,iid_mechanisms,small_budget,combined_stress,2,96,0.28350000,0.45833333,0.19549662,0.55915000,0.28095482,0.11992028,0.08069740,0.21683600,0.22466718,0.09329510,0.10000000,0.28632281,0,0,0.15947537
influence_function_selector,peg_search_policy,iid_mechanisms,small_budget,combined_stress,3,96,0.28350000,0.48958333,0.22764940,0.55999000,0.28168682,0.11948260,0.08060182,0.21730800,0.22149026,0.09378574,0.10000000,0.28539817,0,0,0.19164915
influence_function_selector,peg_search_policy,iid_mechanisms,small_budget,combined_stress,4,96,0.28350000,0.41666667,0.14852052,0.56083000,0.28241882,0.12216992,0.08256873,0.21778000,0.23100084,0.09427638,0.10000000,0.29123854,0,0,0.11254127
influence_function_selector,peg_search_policy,iid_mechanisms,small_budget,combined_stress,5,96,0.28350000,0.47916667,0.21405780,0.56167000,0.28315082,0.12079473,0.08185440,0.21825200,0.22401767,0.09476702,0.10000000,0.28828440,0,0,0.17809955
influence_function_selector,peg_search_policy,iid_mechanisms,small_budget,combined_stress,6,96,0.28350000,0.61458333,0.35877289,0.56251000,0.28388282,0.11723205,0.07969631,0.21872400,0.20815325,0.08725366,0.10000000,0.27851373,0,0,0.32283564
influence_function_selector,peg_search_policy,iid_mechanisms,small_budget,combined_stress,7,96,0.28350000,0.54166667,0.28376607,0.56335000,0.28461482,0.11991936,0.08166323,0.21119200,0.20765883,0.08774430,0.10000000,0.28175279,0,0,0.24784982
influence_function_selector,peg_search_policy,iid_mechanisms,small_budget,combined_stress,8,96,0.28350000,0.57291667,0.32248213,0.56419000,0.28534682,0.11948168,0.07356364,0.21166400,0.20448191,0.08823494,0.10000000,0.27586568,0,0,0.28658688
influence_function_selector,peg_search_policy,iid_mechanisms,small_budget,combined_stress,9,96,0.28350000,0.56250000,0.31012224,0.56503000,0.28607882,0.12029400,0.07429306,0.21213600,0.20637999,0.08872558,0.10000000,0.27764704,0,0,0.27424799
influence_function_selector,peg_search_policy,iid_mechanisms,tiny_budget,combined_stress,0,96,0.30750000,0.54166667,0.28586228,0.56641400,0.29001290,0.11618449,0.07642830,0.22021600,0.21063509,0.09164426,0.10000000,0.28005494,0,0,0.25002263
influence_function_selector,peg_search_policy,iid_mechanisms,tiny_budget,combined_stress,1,96,0.30750000,0.58333333,0.32915352,0.56724700,0.29073890,0.11543008,0.07612210,0.22068400,0.20618418,0.09213078,0.10000000,0.27844459,0,0,0.29333469
influence_function_selector,peg_search_policy,iid_mechanisms,tiny_budget,combined_stress,2,96,0.30750000,0.58333333,0.32793208,0.56808000,0.29146490,0.11592567,0.07664091,0.22115200,0.20680826,0.09261730,0.10000000,0.27954023,0,0,0.29213408
influence_function_selector,peg_search_policy,iid_mechanisms,tiny_budget,combined_stress,3,96,0.30750000,0.46875000,0.20430081,0.56891300,0.29219090,0.11985875,0.07942846,0.22162000,0.22138860,0.09310382,0.10000000,0.28807738,0,0,0.16852364
influence_function_selector,peg_search_policy,iid_mechanisms,tiny_budget,combined_stress,4,96,0.30750000,0.52083333,0.25563307,0.55573900,0.29291690,0.11879184,0.07891601,0.22208800,0.21622921,0.09359034,0.10000000,0.28873760,0,0,0.21952655
influence_function_selector,peg_search_policy,iid_mechanisms,tiny_budget,combined_stress,5,96,0.30750000,0.54166667,0.27666797,0.55657200,0.29364290,0.11866243,0.07902232,0.22255600,0.21431580,0.09407686,0.10000000,0.28848025,0,0,0.24058227
influence_function_selector,peg_search_policy,iid_mechanisms,tiny_budget,combined_stress,6,96,0.30750000,0.44791667,0.18103145,0.55740500,0.28236290,0.12151429,0.08115389,0.22302400,0.22579099,0.09432326,0.10000000,0.28994154,0,0,0.14496658
influence_function_selector,peg_search_policy,iid_mechanisms,tiny_budget,combined_stress,7,96,0.30750000,0.57291667,0.31334802,0.55823800,0.28308890,0.11825988,0.07919769,0.22349200,0.21119007,0.09480978,0.10000000,0.28291918,0,0,0.27730397
influence_function_selector,peg_search_policy,iid_mechanisms,tiny_budget,combined_stress,8,96,0.30750000,0.51041667,0.24535759,0.55907100,0.28381490,0.12063047,0.08095400,0.22396000,0.21942666,0.09529630,0.10000000,0.28807383,0,0,0.20933436
