method,split,task,regime,mean_success_rate,ci95_success_rate,mean_causal_mechanism_recall,ci95_causal_mechanism_recall,mean_spurious_dependence_rate,ci95_spurious_dependence_rate,mean_tail_failure_rate,ci95_tail_failure_rate,mean_damage_rate,ci95_damage_rate,mean_selection_cost,ci95_selection_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
label_balanced_selection,combined_stress,contact_grasp_policy,compound_spurious_shift,0.290816,0.018954,0.382393,0.001395,0.484849,0.001066,0.201267,0.000911,0.116133,0.000856,0.180880,0.000697,0.152610,0.001892,7,84
label_balanced_selection,combined_stress,contact_grasp_policy,iid_mechanisms,0.501701,0.036868,0.403458,0.001280,0.430463,0.000979,0.174517,0.001249,0.108719,0.001026,0.172145,0.000698,0.140295,0.000649,7,84
label_balanced_selection,combined_stress,contact_grasp_policy,intervention_gap,0.345238,0.049628,0.385651,0.001306,0.472260,0.000999,0.191184,0.001861,0.113007,0.001506,0.175856,0.000939,0.145504,0.000663,7,84
label_balanced_selection,combined_stress,contact_grasp_policy,material_shift,0.431973,0.030852,0.394802,0.005269,0.459124,0.000979,0.183449,0.002664,0.115117,0.001001,0.171302,0.000752,0.146915,0.001914,7,84
label_balanced_selection,combined_stress,contact_grasp_policy,operator_bias_shift,0.408163,0.028674,0.394218,0.004795,0.461129,0.002851,0.187917,0.000955,0.115699,0.000811,0.175749,0.000647,0.146638,0.000651,7,84
label_balanced_selection,combined_stress,contact_grasp_policy,rare_contact_mechanism,0.411565,0.031740,0.392569,0.001383,0.465824,0.002840,0.189909,0.002213,0.113607,0.000834,0.175266,0.002805,0.145325,0.001946,7,84
label_balanced_selection,combined_stress,deformable_pull_policy,color_mechanism_confound,0.345238,0.049366,0.408586,0.001434,0.453664,0.001095,0.185541,0.001959,0.114350,0.001608,0.175029,0.001027,0.145391,0.002360,7,84
label_balanced_selection,combined_stress,deformable_pull_policy,compound_spurious_shift,0.231293,0.034854,0.390398,0.001421,0.487074,0.001085,0.200797,0.001333,0.116550,0.001131,0.179276,0.000798,0.152429,0.000722,7,84
label_balanced_selection,combined_stress,deformable_pull_policy,iid_mechanisms,0.442177,0.036515,0.413287,0.001306,0.434056,0.000999,0.175048,0.001211,0.110155,0.000997,0.171453,0.000688,0.139905,0.000663,7,84
label_balanced_selection,combined_stress,deformable_pull_policy,intervention_gap,0.318027,0.035172,0.398633,0.001331,0.478216,0.001018,0.192475,0.001692,0.115502,0.001439,0.176418,0.000961,0.146727,0.000676,7,84
label_balanced_selection,combined_stress,deformable_pull_policy,material_shift,0.338435,0.043759,0.404632,0.005249,0.462716,0.000999,0.189574,0.002273,0.117569,0.001328,0.175524,0.002387,0.147667,0.000663,7,84
label_balanced_selection,combined_stress,deformable_pull_policy,operator_bias_shift,0.324830,0.037663,0.400494,0.001370,0.467201,0.002844,0.193263,0.001541,0.113923,0.001311,0.176949,0.002527,0.146797,0.002613,7,84
label_balanced_selection,combined_stress,deformable_pull_policy,rare_contact_mechanism,0.321429,0.030551,0.398999,0.001408,0.466866,0.002834,0.191779,0.001344,0.113946,0.001194,0.177754,0.000893,0.148910,0.001889,7,84
label_balanced_selection,combined_stress,force_limited_twist_policy,color_mechanism_confound,0.447279,0.024343,0.400247,0.005107,0.450800,0.001133,0.181510,0.001355,0.113648,0.001998,0.173132,0.000889,0.142819,0.002343,7,84
label_balanced_selection,combined_stress,force_limited_twist_policy,compound_spurious_shift,0.289116,0.052599,0.387598,0.001472,0.491795,0.002817,0.201355,0.001340,0.116612,0.001643,0.178304,0.002117,0.151604,0.000716,7,84
label_balanced_selection,combined_stress,force_limited_twist_policy,iid_mechanisms,0.469388,0.035224,0.410031,0.001357,0.436719,0.003577,0.172733,0.002270,0.110357,0.000770,0.168272,0.000621,0.138819,0.000635,7,84
label_balanced_selection,combined_stress,force_limited_twist_policy,intervention_gap,0.360544,0.022608,0.388872,0.003796,0.477716,0.001056,0.191959,0.000405,0.115572,0.002887,0.176692,0.000503,0.149199,0.000702,7,84
label_balanced_selection,combined_stress,force_limited_twist_policy,material_shift,0.362245,0.036667,0.396802,0.004786,0.456804,0.001037,0.186803,0.001058,0.115225,0.002615,0.175808,0.000622,0.146444,0.000689,7,84
label_balanced_selection,combined_stress,force_limited_twist_policy,operator_bias_shift,0.391156,0.044514,0.399270,0.001421,0.464528,0.001085,0.189300,0.000997,0.114073,0.000732,0.176679,0.000517,0.146642,0.002570,7,84
label_balanced_selection,combined_stress,force_limited_twist_policy,rare_contact_mechanism,0.360544,0.044597,0.392591,0.001460,0.468881,0.001114,0.190919,0.003309,0.112399,0.001108,0.175165,0.002332,0.147382,0.000741,7,84
label_balanced_selection,combined_stress,mobile_place_policy,color_mechanism_confound,0.380952,0.046108,0.384482,0.001395,0.455171,0.001066,0.183972,0.001967,0.111446,0.002187,0.173797,0.001049,0.145410,0.000708,7,84
label_balanced_selection,combined_stress,mobile_place_policy,compound_spurious_shift,0.263605,0.031564,0.371276,0.003796,0.490602,0.001056,0.200809,0.000735,0.117514,0.002937,0.179427,0.000532,0.151541,0.000702,7,84
label_balanced_selection,combined_stress,mobile_place_policy,iid_mechanisms,0.442177,0.042731,0.400135,0.001267,0.431770,0.000970,0.174063,0.002013,0.112200,0.001398,0.168050,0.000974,0.143052,0.000643,7,84
label_balanced_selection,combined_stress,mobile_place_policy,intervention_gap,0.338435,0.057574,0.380089,0.001293,0.471887,0.000989,0.193636,0.001777,0.114429,0.001365,0.178119,0.000799,0.147113,0.000656,7,84
label_balanced_selection,combined_stress,mobile_place_policy,material_shift,0.352041,0.041006,0.382332,0.001267,0.460430,0.000970,0.187037,0.001576,0.112388,0.002548,0.175416,0.000840,0.142810,0.000643,7,84
label_balanced_selection,combined_stress,mobile_place_policy,operator_bias_shift,0.328231,0.039063,0.387582,0.003815,0.465096,0.003590,0.191164,0.001626,0.117104,0.001410,0.177063,0.001003,0.146637,0.000622,7,84
label_balanced_selection,combined_stress,mobile_place_policy,rare_contact_mechanism,0.360544,0.038345,0.380286,0.001370,0.470701,0.001047,0.192955,0.000795,0.112773,0.000595,0.176897,0.002611,0.148232,0.002382,7,84
label_balanced_selection,combined_stress,peg_search_policy,color_mechanism_confound,0.409864,0.044928,0.369441,0.001370,0.453579,0.001047,0.185525,0.001382,0.110661,0.001098,0.174796,0.001948,0.144693,0.002382,7,84
label_balanced_selection,combined_stress,peg_search_policy,compound_spurious_shift,0.280612,0.035590,0.355573,0.001357,0.490228,0.001037,0.203610,0.001148,0.115610,0.000953,0.181356,0.001932,0.151656,0.002386,7,84
label_balanced_selection,combined_stress,peg_search_policy,iid_mechanisms,0.447279,0.038055,0.380753,0.004865,0.430352,0.000951,0.174171,0.001060,0.113071,0.000835,0.170546,0.000569,0.140167,0.002643,7,84
label_balanced_selection,combined_stress,peg_search_policy,intervention_gap,0.353741,0.038345,0.362032,0.001267,0.474893,0.003944,0.194388,0.001322,0.113666,0.001101,0.178889,0.000796,0.147249,0.000578,7,84
label_balanced_selection,combined_stress,peg_search_policy,material_shift,0.397959,0.037712,0.367524,0.001242,0.459013,0.000951,0.188207,0.001087,0.111363,0.000864,0.175217,0.002332,0.144499,0.000630,7,84
label_balanced_selection,combined_stress,peg_search_policy,operator_bias_shift,0.358844,0.031151,0.366941,0.001306,0.461019,0.000999,0.188561,0.001171,0.113148,0.000997,0.175244,0.000712,0.144223,0.000663,7,84
label_balanced_selection,combined_stress,peg_search_policy,rare_contact_mechanism,0.343537,0.033555,0.368494,0.001344,0.471545,0.001027,0.189664,0.001311,0.115469,0.001111,0.175405,0.000775,0.145748,0.000682,7,84
label_balanced_selection,heldout_mechanism,contact_grasp_policy,color_mechanism_confound,0.484694,0.046865,0.406344,0.001434,0.430506,0.001095,0.175432,0.001288,0.110324,0.000998,0.169511,0.000661,0.138678,0.002565,7,84
label_balanced_selection,heldout_mechanism,contact_grasp_policy,compound_spurious_shift,0.377551,0.035538,0.389172,0.001421,0.464677,0.001085,0.191041,0.000987,0.112943,0.000816,0.174198,0.000621,0.147379,0.000722,7,84
label_balanced_selection,heldout_mechanism,contact_grasp_policy,iid_mechanisms,0.549320,0.035066,0.409637,0.001306,0.409841,0.000999,0.165136,0.001083,0.106046,0.000890,0.165554,0.000634,0.133613,0.000663,7,84
label_balanced_selection,heldout_mechanism,contact_grasp_policy,intervention_gap,0.420068,0.054058,0.395911,0.001331,0.454698,0.001018,0.183225,0.001600,0.112023,0.001225,0.171034,0.000735,0.140911,0.000676,7,84
label_balanced_selection,heldout_mechanism,contact_grasp_policy,material_shift,0.460884,0.034801,0.403508,0.004821,0.438682,0.000999,0.180478,0.001431,0.113329,0.001206,0.170735,0.002348,0.141499,0.000663,7,84
label_balanced_selection,heldout_mechanism,contact_grasp_policy,operator_bias_shift,0.501701,0.068204,0.397827,0.001370,0.445440,0.001047,0.181911,0.002091,0.108911,0.001589,0.170844,0.002761,0.141037,0.002591,7,84
label_balanced_selection,heldout_mechanism,contact_grasp_policy,rare_contact_mechanism,0.428571,0.031388,0.396244,0.001408,0.443323,0.002834,0.182359,0.001242,0.110338,0.001126,0.172303,0.000869,0.144221,0.000683,7,84
label_balanced_selection,heldout_mechanism,deformable_pull_policy,color_mechanism_confound,0.414966,0.023570,0.416916,0.003769,0.430732,0.003830,0.177503,0.001024,0.113390,0.000924,0.170300,0.000780,0.138450,0.002607,7,84
label_balanced_selection,heldout_mechanism,deformable_pull_policy,compound_spurious_shift,0.299320,0.033555,0.400455,0.001447,0.468867,0.001104,0.192837,0.001300,0.115514,0.001112,0.174285,0.000798,0.147570,0.000735,7,84
label_balanced_selection,heldout_mechanism,deformable_pull_policy,iid_mechanisms,0.442177,0.046786,0.422744,0.001331,0.415399,0.001018,0.168800,0.001577,0.110267,0.001263,0.166842,0.000803,0.134739,0.000676,7,84
label_balanced_selection,heldout_mechanism,deformable_pull_policy,intervention_gap,0.380952,0.026943,0.405310,0.005208,0.450613,0.001037,0.185797,0.001091,0.114913,0.002059,0.173217,0.000718,0.143458,0.000689,7,84
label_balanced_selection,heldout_mechanism,deformable_pull_policy,material_shift,0.404762,0.036004,0.407469,0.003815,0.432233,0.001018,0.181830,0.001228,0.111397,0.002852,0.170369,0.002830,0.142432,0.000676,7,84
label_balanced_selection,heldout_mechanism,deformable_pull_policy,operator_bias_shift,0.365646,0.024267,0.405094,0.003792,0.444901,0.001066,0.181981,0.001119,0.112648,0.002462,0.170644,0.000758,0.141431,0.000708,7,84
label_balanced_selection,heldout_mechanism,deformable_pull_policy,rare_contact_mechanism,0.343537,0.031972,0.405952,0.001434,0.444616,0.001095,0.183382,0.001356,0.112110,0.001169,0.171670,0.000833,0.143578,0.000728,7,84
label_balanced_selection,heldout_mechanism,force_limited_twist_policy,color_mechanism_confound,0.471088,0.039394,0.411161,0.001511,0.426603,0.001152,0.177231,0.002372,0.110535,0.001178,0.169073,0.002457,0.139508,0.000767,7,84
label_balanced_selection,heldout_mechanism,force_limited_twist_policy,compound_spurious_shift,0.399660,0.040046,0.391092,0.003756,0.468893,0.001143,0.190848,0.001185,0.113443,0.002581,0.174242,0.000701,0.143460,0.001874,7,84
label_balanced_selection,heldout_mechanism,force_limited_twist_policy,iid_mechanisms,0.549320,0.044514,0.410638,0.001383,0.415083,0.001056,0.166357,0.001115,0.106650,0.002884,0.166503,0.000571,0.137256,0.000702,7,84
label_balanced_selection,heldout_mechanism,force_limited_twist_policy,intervention_gap,0.425170,0.024267,0.400419,0.005167,0.455709,0.001075,0.185772,0.002472,0.114209,0.001744,0.171399,0.002277,0.141666,0.000715,7,84
label_balanced_selection,heldout_mechanism,force_limited_twist_policy,material_shift,0.484694,0.044597,0.409083,0.001383,0.431917,0.001056,0.177917,0.001848,0.110522,0.001092,0.169160,0.002613,0.136945,0.000702,7,84
label_balanced_selection,heldout_mechanism,force_limited_twist_policy,operator_bias_shift,0.426871,0.032375,0.408740,0.001447,0.444394,0.002824,0.181920,0.000947,0.113388,0.000844,0.171780,0.000709,0.140387,0.002574,7,84
label_balanced_selection,heldout_mechanism,force_limited_twist_policy,rare_contact_mechanism,0.420068,0.047958,0.406701,0.001485,0.443651,0.002814,0.180239,0.001601,0.113181,0.001348,0.170061,0.000950,0.143365,0.001875,7,84
label_balanced_selection,heldout_mechanism,mobile_place_policy,color_mechanism_confound,0.431973,0.053576,0.391819,0.003783,0.430461,0.003545,0.174826,0.001479,0.111466,0.002409,0.166661,0.001087,0.138158,0.000668,7,84
label_balanced_selection,heldout_mechanism,mobile_place_policy,compound_spurious_shift,0.333333,0.052423,0.382628,0.005167,0.468903,0.001075,0.193305,0.002395,0.117084,0.002160,0.172966,0.001815,0.144057,0.000715,7,84
label_balanced_selection,heldout_mechanism,mobile_place_policy,iid_mechanisms,0.493197,0.039063,0.404025,0.001293,0.409621,0.000989,0.169077,0.001173,0.108549,0.000940,0.168338,0.000638,0.135260,0.000656,7,84
label_balanced_selection,heldout_mechanism,mobile_place_policy,intervention_gap,0.391156,0.034694,0.388059,0.001319,0.452797,0.001008,0.185121,0.001382,0.112680,0.001165,0.172426,0.000797,0.141411,0.000669,7,84
label_balanced_selection,heldout_mechanism,mobile_place_policy,material_shift,0.437075,0.030852,0.391036,0.004830,0.438461,0.000989,0.176589,0.002389,0.112429,0.002930,0.167479,0.000538,0.140859,0.002408,7,84
label_balanced_selection,heldout_mechanism,mobile_place_policy,operator_bias_shift,0.399660,0.041006,0.386616,0.001357,0.441020,0.001037,0.184156,0.001523,0.111571,0.002402,0.172431,0.001901,0.143247,0.000689,7,84
label_balanced_selection,heldout_mechanism,mobile_place_policy,rare_contact_mechanism,0.401361,0.028674,0.388533,0.005178,0.446674,0.001066,0.181185,0.000920,0.114462,0.001806,0.170318,0.000642,0.141445,0.000708,7,84
label_balanced_selection,heldout_mechanism,peg_search_policy,color_mechanism_confound,0.435374,0.036667,0.378046,0.005178,0.430048,0.001066,0.174454,0.001275,0.111781,0.002577,0.167467,0.000746,0.138165,0.000708,7,84
label_balanced_selection,heldout_mechanism,peg_search_policy,compound_spurious_shift,0.363946,0.042251,0.363618,0.005188,0.466277,0.001056,0.190498,0.001629,0.116299,0.001933,0.173170,0.000887,0.144841,0.000702,7,84
label_balanced_selection,heldout_mechanism,peg_search_policy,iid_mechanisms,0.484694,0.034801,0.385911,0.001267,0.411096,0.003944,0.170444,0.001264,0.108245,0.001049,0.167093,0.002493,0.135414,0.000578,7,84
label_balanced_selection,heldout_mechanism,peg_search_policy,intervention_gap,0.363946,0.030062,0.366697,0.001293,0.450122,0.003609,0.185156,0.000983,0.110901,0.000802,0.172031,0.000630,0.139874,0.000603,7,84
label_balanced_selection,heldout_mechanism,peg_search_policy,material_shift,0.397959,0.052139,0.377496,0.005279,0.434791,0.000970,0.177397,0.001959,0.113667,0.002324,0.168827,0.000968,0.139787,0.002632,7,84
label_balanced_selection,heldout_mechanism,peg_search_policy,operator_bias_shift,0.387755,0.024343,0.376389,0.001331,0.443266,0.001018,0.181616,0.001053,0.112784,0.000938,0.170590,0.000709,0.139353,0.000676,7,84
label_balanced_selection,heldout_mechanism,peg_search_policy,rare_contact_mechanism,0.406463,0.015635,0.368861,0.003801,0.445266,0.001047,0.183464,0.000660,0.111917,0.002615,0.172732,0.000613,0.143061,0.000695,7,84
label_balanced_selection,heldout_object,contact_grasp_policy,color_mechanism_confound,0.489796,0.051280,0.407166,0.001395,0.415395,0.002837,0.173313,0.001664,0.108238,0.001306,0.168652,0.000834,0.135850,0.002595,7,84
label_balanced_selection,heldout_object,contact_grasp_policy,compound_spurious_shift,0.365646,0.035172,0.390834,0.001383,0.457057,0.003564,0.190339,0.000915,0.111964,0.000717,0.173929,0.000594,0.145091,0.000648,7,84
label_balanced_selection,heldout_object,contact_grasp_policy,iid_mechanisms,0.551020,0.044597,0.415630,0.004847,0.400323,0.000970,0.160350,0.001645,0.108936,0.001336,0.161597,0.000848,0.134604,0.001916,7,84
label_balanced_selection,heldout_object,contact_grasp_policy,intervention_gap,0.454082,0.038921,0.400357,0.001293,0.440590,0.000989,0.182116,0.001026,0.111266,0.000801,0.171698,0.000558,0.139911,0.000656,7,84
label_balanced_selection,heldout_object,contact_grasp_policy,material_shift,0.488095,0.039441,0.402281,0.001267,0.427178,0.002872,0.174618,0.001174,0.107390,0.000902,0.168630,0.000610,0.135417,0.000611,7,84
label_balanced_selection,heldout_object,contact_grasp_policy,operator_bias_shift,0.474490,0.032375,0.401958,0.005228,0.427665,0.002854,0.178812,0.001173,0.111260,0.002506,0.170819,0.000753,0.139821,0.000644,7,84
label_balanced_selection,heldout_object,contact_grasp_policy,rare_contact_mechanism,0.442177,0.020000,0.402563,0.001370,0.435765,0.003883,0.178650,0.002637,0.110999,0.000750,0.167246,0.001995,0.136258,0.000631,7,84
label_balanced_selection,heldout_object,deformable_pull_policy,color_mechanism_confound,0.431973,0.035172,0.415377,0.001421,0.415256,0.001085,0.172638,0.001702,0.108525,0.001454,0.166912,0.000986,0.137769,0.000722,7,84
label_balanced_selection,heldout_object,deformable_pull_policy,compound_spurious_shift,0.353741,0.032886,0.399756,0.003787,0.457451,0.003551,0.187534,0.001342,0.113866,0.002082,0.170943,0.000891,0.142800,0.000661,7,84
label_balanced_selection,heldout_object,deformable_pull_policy,iid_mechanisms,0.472789,0.036968,0.428662,0.001293,0.402085,0.000989,0.167396,0.002412,0.110285,0.000987,0.164759,0.002840,0.134390,0.000656,7,84
label_balanced_selection,heldout_object,deformable_pull_policy,intervention_gap,0.358844,0.028545,0.411968,0.001319,0.444716,0.001008,0.184541,0.000756,0.114337,0.000654,0.172032,0.000545,0.140168,0.000669,7,84
label_balanced_selection,heldout_object,deformable_pull_policy,material_shift,0.443878,0.024267,0.410739,0.001293,0.425510,0.003929,0.173560,0.000863,0.108596,0.002085,0.166879,0.000619,0.135149,0.001922,7,84
label_balanced_selection,heldout_object,deformable_pull_policy,operator_bias_shift,0.406463,0.026176,0.411436,0.001357,0.433622,0.001037,0.180617,0.002423,0.110461,0.000777,0.168672,0.002793,0.137897,0.002596,7,84
label_balanced_selection,heldout_object,deformable_pull_policy,rare_contact_mechanism,0.418367,0.031564,0.407621,0.001395,0.438407,0.002837,0.180133,0.000983,0.109257,0.000847,0.170451,0.000683,0.141219,0.000677,7,84
label_balanced_selection,heldout_object,force_limited_twist_policy,color_mechanism_confound,0.494898,0.035224,0.412482,0.001472,0.421991,0.001123,0.170887,0.002529,0.108417,0.000765,0.163657,0.000664,0.137045,0.000748,7,84
label_balanced_selection,heldout_object,force_limited_twist_policy,compound_spurious_shift,0.409864,0.025386,0.395540,0.004718,0.452904,0.001114,0.189167,0.000848,0.114186,0.002462,0.173955,0.000657,0.140092,0.000741,7,84
label_balanced_selection,heldout_object,force_limited_twist_policy,iid_mechanisms,0.539116,0.033278,0.421703,0.001344,0.404057,0.002851,0.162058,0.001087,0.107695,0.000883,0.162868,0.000655,0.131558,0.000651,7,84
label_balanced_selection,heldout_object,force_limited_twist_policy,intervention_gap,0.413265,0.046865,0.400791,0.004778,0.441809,0.001047,0.181708,0.001617,0.113286,0.002530,0.170438,0.000836,0.140866,0.000695,7,84
label_balanced_selection,heldout_object,force_limited_twist_policy,material_shift,0.474490,0.048686,0.406067,0.003810,0.422337,0.001027,0.175819,0.001892,0.109283,0.002716,0.169919,0.000975,0.139095,0.000682,7,84
label_balanced_selection,heldout_object,force_limited_twist_policy,operator_bias_shift,0.437075,0.030852,0.406510,0.001408,0.426827,0.001075,0.177940,0.001413,0.109454,0.001222,0.169298,0.000862,0.140515,0.000715,7,84
label_balanced_selection,heldout_object,force_limited_twist_policy,rare_contact_mechanism,0.437075,0.035172,0.406658,0.005137,0.434585,0.003838,0.181132,0.001080,0.113081,0.002379,0.170891,0.002114,0.136719,0.000670,7,84
label_balanced_selection,heldout_object,mobile_place_policy,color_mechanism_confound,0.448980,0.040643,0.393685,0.001383,0.419681,0.001056,0.173168,0.001387,0.109858,0.002743,0.167380,0.000767,0.137101,0.000702,7,84
label_balanced_selection,heldout_object,mobile_place_policy,compound_spurious_shift,0.352041,0.043461,0.383046,0.004778,0.455322,0.001047,0.189547,0.001469,0.114494,0.002338,0.172946,0.000783,0.143376,0.000695,7,84
label_balanced_selection,heldout_object,mobile_place_policy,iid_mechanisms,0.503401,0.032088,0.401914,0.001255,0.402718,0.000960,0.165887,0.001331,0.106276,0.001483,0.165994,0.000773,0.131134,0.000636,7,84
label_balanced_selection,heldout_object,mobile_place_policy,intervention_gap,0.391156,0.030307,0.395836,0.001280,0.441305,0.000979,0.183452,0.002200,0.114342,0.000878,0.169410,0.002449,0.142155,0.000649,7,84
label_balanced_selection,heldout_object,mobile_place_policy,material_shift,0.430272,0.033939,0.399999,0.001255,0.420998,0.002876,0.174186,0.002865,0.111137,0.000781,0.165125,0.000659,0.138670,0.000605,7,84
label_balanced_selection,heldout_object,mobile_place_policy,operator_bias_shift,0.394558,0.047336,0.394077,0.005238,0.431006,0.003914,0.181435,0.002502,0.113165,0.002729,0.169308,0.002620,0.140426,0.000604,7,84
label_balanced_selection,heldout_object,mobile_place_policy,rare_contact_mechanism,0.430272,0.034319,0.391321,0.001357,0.436585,0.001037,0.180819,0.003091,0.109748,0.000826,0.167949,0.002576,0.138574,0.002596,7,84
label_balanced_selection,heldout_object,peg_search_policy,color_mechanism_confound,0.482993,0.030490,0.380174,0.001357,0.419606,0.001037,0.174335,0.002464,0.107526,0.000734,0.165764,0.002685,0.136146,0.002596,7,84
label_balanced_selection,heldout_object,peg_search_policy,compound_spurious_shift,0.363946,0.046904,0.366586,0.001344,0.456466,0.001027,0.191125,0.002710,0.112341,0.001303,0.171219,0.002181,0.142109,0.002601,7,84
label_balanced_selection,heldout_object,peg_search_policy,iid_mechanisms,0.513605,0.027622,0.388635,0.001229,0.402817,0.000941,0.163322,0.002270,0.106606,0.000834,0.161301,0.000686,0.133728,0.000623,7,84
label_balanced_selection,heldout_object,peg_search_policy,intervention_gap,0.447279,0.024343,0.377022,0.003844,0.438968,0.000960,0.178871,0.001308,0.113067,0.001147,0.168352,0.000809,0.141943,0.001919,7,84
label_balanced_selection,heldout_object,peg_search_policy,material_shift,0.494898,0.031329,0.382147,0.004873,0.421097,0.002883,0.173418,0.000711,0.111630,0.000504,0.167893,0.000426,0.135547,0.002464,7,84
label_balanced_selection,heldout_object,peg_search_policy,operator_bias_shift,0.406463,0.028996,0.381826,0.001293,0.430160,0.000989,0.181559,0.001115,0.112960,0.000960,0.169687,0.002604,0.138945,0.000656,7,84
label_balanced_selection,heldout_object,peg_search_policy,rare_contact_mechanism,0.435374,0.041321,0.381059,0.001331,0.437231,0.002854,0.179951,0.001699,0.112953,0.001446,0.170533,0.000990,0.139255,0.000644,7,84
label_balanced_selection,small_budget,contact_grasp_policy,color_mechanism_confound,0.517007,0.060858,0.406056,0.001370,0.409344,0.001047,0.169427,0.001908,0.106188,0.002602,0.165985,0.000865,0.135446,0.000695,7,84
label_balanced_selection,small_budget,contact_grasp_policy,compound_spurious_shift,0.448980,0.022027,0.392570,0.003806,0.444566,0.001037,0.184631,0.001088,0.112168,0.002678,0.170981,0.000745,0.141433,0.000689,7,84
label_balanced_selection,small_budget,contact_grasp_policy,iid_mechanisms,0.564626,0.042861,0.420253,0.001242,0.389997,0.003960,0.157175,0.001294,0.106488,0.001042,0.159647,0.000738,0.132424,0.000565,7,84
label_balanced_selection,small_budget,contact_grasp_policy,intervention_gap,0.477891,0.052775,0.396327,0.001267,0.434064,0.000970,0.176841,0.002117,0.110011,0.001679,0.167605,0.001058,0.135752,0.001916,7,84
label_balanced_selection,small_budget,contact_grasp_policy,material_shift,0.503401,0.046587,0.404377,0.003849,0.413242,0.000951,0.171037,0.001840,0.109211,0.002577,0.166543,0.000941,0.131916,0.000630,7,84
label_balanced_selection,small_budget,contact_grasp_policy,operator_bias_shift,0.488095,0.023882,0.402291,0.001306,0.415836,0.000999,0.171107,0.001033,0.106343,0.000921,0.164437,0.000696,0.134328,0.002404,7,84
label_balanced_selection,small_budget,contact_grasp_policy,rare_contact_mechanism,0.455782,0.047687,0.405116,0.001344,0.427317,0.001027,0.173418,0.001947,0.109746,0.001600,0.165405,0.001015,0.134217,0.000682,7,84
label_balanced_selection,small_budget,deformable_pull_policy,color_mechanism_confound,0.450680,0.070264,0.422595,0.004761,0.408407,0.001066,0.168523,0.002858,0.111888,0.001947,0.162727,0.001168,0.132311,0.000708,7,84
label_balanced_selection,small_budget,deformable_pull_policy,compound_spurious_shift,0.375850,0.035953,0.409821,0.001383,0.442447,0.001056,0.187641,0.002858,0.113979,0.001046,0.169290,0.002496,0.137492,0.000702,7,84
label_balanced_selection,small_budget,deformable_pull_policy,iid_mechanisms,0.511905,0.042295,0.425606,0.001267,0.392676,0.003622,0.163083,0.001457,0.105715,0.001209,0.164381,0.000841,0.129471,0.000589,7,84
label_balanced_selection,small_budget,deformable_pull_policy,intervention_gap,0.403061,0.067054,0.409406,0.004830,0.433962,0.002865,0.179091,0.003815,0.112083,0.003657,0.166132,0.000648,0.138905,0.002442,7,84
label_balanced_selection,small_budget,deformable_pull_policy,material_shift,0.421769,0.019626,0.423452,0.001267,0.412491,0.000970,0.171872,0.001960,0.112022,0.000872,0.163562,0.000753,0.136912,0.000643,7,84
label_balanced_selection,small_budget,deformable_pull_policy,operator_bias_shift,0.435374,0.050369,0.415525,0.001331,0.420995,0.001018,0.173111,0.001264,0.109362,0.000924,0.165107,0.000562,0.133069,0.000676,7,84
label_balanced_selection,small_budget,deformable_pull_policy,rare_contact_mechanism,0.438776,0.051532,0.411643,0.004778,0.424016,0.001047,0.176166,0.002058,0.111876,0.001800,0.168082,0.001054,0.137473,0.000695,7,84
label_balanced_selection,small_budget,force_limited_twist_policy,color_mechanism_confound,0.498299,0.045379,0.417037,0.001447,0.409799,0.001104,0.167850,0.001893,0.108356,0.001573,0.164034,0.001024,0.134770,0.001883,7,84
label_balanced_selection,small_budget,force_limited_twist_policy,compound_spurious_shift,0.448980,0.042514,0.396081,0.001434,0.441133,0.001095,0.185365,0.003214,0.111372,0.002964,0.169681,0.002712,0.139247,0.000728,7,84
label_balanced_selection,small_budget,force_limited_twist_policy,iid_mechanisms,0.496599,0.027756,0.425131,0.003820,0.394451,0.001008,0.163433,0.001147,0.109488,0.000999,0.164284,0.000728,0.131048,0.000669,7,84
label_balanced_selection,small_budget,force_limited_twist_policy,intervention_gap,0.474490,0.025676,0.406999,0.005218,0.427427,0.001027,0.177620,0.001113,0.112755,0.000984,0.168777,0.000732,0.138240,0.000682,7,84
label_balanced_selection,small_budget,force_limited_twist_policy,material_shift,0.513605,0.047610,0.409255,0.001319,0.410835,0.001008,0.168785,0.002866,0.106466,0.002467,0.162394,0.000781,0.133861,0.002612,7,84
label_balanced_selection,small_budget,force_limited_twist_policy,operator_bias_shift,0.476190,0.046388,0.410221,0.005188,0.420863,0.001056,0.172670,0.001627,0.110628,0.001977,0.165465,0.000850,0.135631,0.000702,7,84
label_balanced_selection,small_budget,force_limited_twist_policy,rare_contact_mechanism,0.464286,0.041366,0.405729,0.001421,0.423426,0.003545,0.173562,0.001232,0.107280,0.001039,0.166001,0.000793,0.137436,0.000668,7,84
label_balanced_selection,small_budget,mobile_place_policy,color_mechanism_confound,0.474490,0.022443,0.401656,0.005208,0.405077,0.001037,0.169897,0.000933,0.109843,0.002622,0.165861,0.000676,0.134263,0.000689,7,84
label_balanced_selection,small_budget,mobile_place_policy,compound_spurious_shift,0.382653,0.016443,0.389291,0.005218,0.441139,0.001027,0.186430,0.000689,0.114681,0.001938,0.171656,0.000610,0.140824,0.000682,7,84
