method,split,regime,task,seed,episodes,success_rate,causal_mechanism_recall,spurious_dependence_rate,tail_failure_rate,damage_rate,selection_cost,calibration_error
uncertainty_active_selection,small_budget,intervention_gap,deformable_pull_policy,0,84,0.595238,0.523464,0.285415,0.123567,0.073451,0.281395,0.096063
uncertainty_active_selection,small_budget,intervention_gap,deformable_pull_policy,1,84,0.511905,0.524304,0.286057,0.126521,0.075737,0.282640,0.096490
uncertainty_active_selection,small_budget,intervention_gap,deformable_pull_policy,2,84,0.583333,0.525144,0.286699,0.124831,0.074650,0.282338,0.096916
uncertainty_active_selection,small_budget,intervention_gap,deformable_pull_policy,3,84,0.523810,0.525984,0.287341,0.127071,0.076417,0.283345,0.089338
uncertainty_active_selection,small_budget,intervention_gap,deformable_pull_policy,4,84,0.607143,0.526824,0.287983,0.125025,0.075070,0.274919,0.089764
uncertainty_active_selection,small_budget,intervention_gap,deformable_pull_policy,5,84,0.619048,0.527664,0.288625,0.125121,0.075280,0.275212,0.090191
uncertainty_active_selection,small_budget,intervention_gap,deformable_pull_policy,6,84,0.607143,0.528504,0.289267,0.117928,0.075529,0.275743,0.090617
uncertainty_active_selection,small_budget,intervention_gap,mobile_place_policy,0,84,0.511905,0.501947,0.290382,0.127262,0.081693,0.283024,0.095572
uncertainty_active_selection,small_budget,intervention_gap,mobile_place_policy,1,84,0.571429,0.502763,0.279000,0.125136,0.080385,0.274825,0.095794
uncertainty_active_selection,small_budget,intervention_gap,mobile_place_policy,2,84,0.559524,0.503579,0.279624,0.125934,0.081100,0.275344,0.096208
uncertainty_active_selection,small_budget,intervention_gap,mobile_place_policy,3,84,0.547619,0.504395,0.280248,0.126732,0.073812,0.275863,0.096622
uncertainty_active_selection,small_budget,intervention_gap,mobile_place_policy,4,84,0.666667,0.505211,0.280872,0.115597,0.071193,0.275072,0.097036
uncertainty_active_selection,small_budget,intervention_gap,mobile_place_policy,5,84,0.571429,0.506027,0.281496,0.118894,0.073725,0.276425,0.089446
uncertainty_active_selection,small_budget,intervention_gap,mobile_place_policy,6,84,0.642857,0.506843,0.282120,0.117192,0.072625,0.276110,0.089860
uncertainty_active_selection,small_budget,intervention_gap,force_limited_twist_policy,0,84,0.583333,0.514812,0.287969,0.118634,0.079638,0.276032,0.092420
uncertainty_active_selection,small_budget,intervention_gap,force_limited_twist_policy,1,84,0.630952,0.515684,0.288635,0.117677,0.079088,0.275984,0.092863
uncertainty_active_selection,small_budget,intervention_gap,force_limited_twist_policy,2,84,0.571429,0.516556,0.289301,0.119934,0.080873,0.277007,0.093306
uncertainty_active_selection,small_budget,intervention_gap,force_limited_twist_policy,3,84,0.535714,0.517428,0.289967,0.121476,0.074135,0.277792,0.093748
uncertainty_active_selection,small_budget,intervention_gap,force_limited_twist_policy,4,84,0.523810,0.518300,0.290633,0.122305,0.074882,0.278339,0.094191
uncertainty_active_selection,small_budget,intervention_gap,force_limited_twist_policy,5,84,0.583333,0.519172,0.279293,0.120210,0.073605,0.278172,0.094442
uncertainty_active_selection,small_budget,intervention_gap,force_limited_twist_policy,6,84,0.619048,0.520044,0.279959,0.119610,0.073314,0.278243,0.094884
uncertainty_active_selection,small_budget,compound_spurious_shift,contact_grasp_policy,0,84,0.571429,0.511540,0.292834,0.126587,0.075980,0.280249,0.097565
uncertainty_active_selection,small_budget,compound_spurious_shift,contact_grasp_policy,1,84,0.488095,0.512420,0.293506,0.129563,0.078289,0.281514,0.098012
uncertainty_active_selection,small_budget,compound_spurious_shift,contact_grasp_policy,2,84,0.630952,0.513300,0.294178,0.125753,0.075666,0.280518,0.098459
uncertainty_active_selection,small_budget,compound_spurious_shift,contact_grasp_policy,3,84,0.630952,0.514180,0.294850,0.126229,0.076158,0.280950,0.098906
uncertainty_active_selection,small_budget,compound_spurious_shift,contact_grasp_policy,4,84,0.642857,0.515060,0.295522,0.126347,0.076391,0.281263,0.099352
uncertainty_active_selection,small_budget,compound_spurious_shift,contact_grasp_policy,5,84,0.607143,0.515940,0.296194,0.127894,0.077662,0.282052,0.091795
uncertainty_active_selection,small_budget,compound_spurious_shift,contact_grasp_policy,6,84,0.595238,0.516820,0.296866,0.128727,0.078413,0.282603,0.092242
uncertainty_active_selection,small_budget,compound_spurious_shift,peg_search_policy,0,84,0.535714,0.481835,0.296978,0.128280,0.074549,0.280912,0.096554
uncertainty_active_selection,small_budget,compound_spurious_shift,peg_search_policy,1,84,0.500000,0.482691,0.297632,0.129814,0.075806,0.281689,0.096988
uncertainty_active_selection,small_budget,compound_spurious_shift,peg_search_policy,2,84,0.583333,0.483547,0.298286,0.127777,0.074468,0.281275,0.097422
uncertainty_active_selection,small_budget,compound_spurious_shift,peg_search_policy,3,84,0.607143,0.484403,0.298940,0.127525,0.074428,0.281457,0.097857
uncertainty_active_selection,small_budget,compound_spurious_shift,peg_search_policy,4,84,0.464286,0.485259,0.299594,0.132273,0.078020,0.283306,0.098291
uncertainty_active_selection,small_budget,compound_spurious_shift,peg_search_policy,5,84,0.630952,0.486115,0.300248,0.127736,0.074866,0.282059,0.098726
uncertainty_active_selection,small_budget,compound_spurious_shift,peg_search_policy,6,84,0.476190,0.486971,0.288896,0.132060,0.078251,0.284027,0.098968
uncertainty_active_selection,small_budget,compound_spurious_shift,deformable_pull_policy,0,84,0.464286,0.521325,0.295296,0.128326,0.078253,0.279739,0.096825
uncertainty_active_selection,small_budget,compound_spurious_shift,deformable_pull_policy,1,84,0.630952,0.522221,0.295980,0.123810,0.075121,0.278513,0.097280
uncertainty_active_selection,small_budget,compound_spurious_shift,deformable_pull_policy,2,84,0.571429,0.523117,0.296664,0.126080,0.076919,0.279548,0.097735
uncertainty_active_selection,small_budget,compound_spurious_shift,deformable_pull_policy,3,84,0.476190,0.524013,0.297348,0.129422,0.079497,0.280940,0.098190
uncertainty_active_selection,small_budget,compound_spurious_shift,deformable_pull_policy,4,84,0.535714,0.524909,0.298032,0.128121,0.078700,0.280785,0.098645
uncertainty_active_selection,small_budget,compound_spurious_shift,deformable_pull_policy,5,84,0.559524,0.525805,0.298716,0.127891,0.078682,0.280987,0.099100
uncertainty_active_selection,small_budget,compound_spurious_shift,deformable_pull_policy,6,84,0.476190,0.526701,0.299400,0.130875,0.081000,0.282260,0.099555
uncertainty_active_selection,small_budget,compound_spurious_shift,mobile_place_policy,0,84,0.464286,0.496944,0.298114,0.127949,0.083077,0.279103,0.094867
uncertainty_active_selection,small_budget,compound_spurious_shift,mobile_place_policy,1,84,0.500000,0.497816,0.298780,0.127349,0.082786,0.279174,0.095310
uncertainty_active_selection,small_budget,compound_spurious_shift,mobile_place_policy,2,84,0.559524,0.498688,0.299446,0.126034,0.073972,0.279007,0.095753
uncertainty_active_selection,small_budget,compound_spurious_shift,mobile_place_policy,3,84,0.571429,0.499560,0.300112,0.126148,0.074200,0.279316,0.096195
uncertainty_active_selection,small_budget,compound_spurious_shift,mobile_place_policy,4,84,0.559524,0.500432,0.300778,0.126977,0.074947,0.279863,0.096638
uncertainty_active_selection,small_budget,compound_spurious_shift,mobile_place_policy,5,84,0.607143,0.501304,0.289438,0.125239,0.073930,0.279815,0.096889
uncertainty_active_selection,small_budget,compound_spurious_shift,mobile_place_policy,6,84,0.488095,0.502176,0.290104,0.129282,0.077013,0.281433,0.097331
uncertainty_active_selection,small_budget,compound_spurious_shift,force_limited_twist_policy,0,84,0.595238,0.521921,0.292779,0.123401,0.078027,0.277572,0.097725
uncertainty_active_selection,small_budget,compound_spurious_shift,force_limited_twist_policy,1,84,0.559524,0.522849,0.293487,0.124975,0.079324,0.278386,0.098197
uncertainty_active_selection,small_budget,compound_spurious_shift,force_limited_twist_policy,2,84,0.630952,0.523777,0.294195,0.123334,0.078286,0.278127,0.098668
uncertainty_active_selection,small_budget,compound_spurious_shift,force_limited_twist_policy,3,84,0.535714,0.524705,0.294903,0.126693,0.080881,0.279536,0.099139
uncertainty_active_selection,small_budget,compound_spurious_shift,force_limited_twist_policy,4,84,0.535714,0.509625,0.295611,0.127195,0.081400,0.279992,0.099611
uncertainty_active_selection,small_budget,compound_spurious_shift,force_limited_twist_policy,5,84,0.547619,0.510553,0.296319,0.127340,0.081659,0.280329,0.092078
uncertainty_active_selection,small_budget,compound_spurious_shift,force_limited_twist_policy,6,84,0.571429,0.511481,0.297027,0.127128,0.073655,0.280546,0.092549
uncertainty_active_selection,heldout_object,iid_mechanisms,contact_grasp_policy,0,84,0.714286,0.531331,0.263808,0.105011,0.072136,0.273396,0.087059
uncertainty_active_selection,heldout_object,iid_mechanisms,contact_grasp_policy,1,84,0.714286,0.532155,0.264438,0.105456,0.072597,0.273800,0.087477
uncertainty_active_selection,heldout_object,iid_mechanisms,contact_grasp_policy,2,84,0.654762,0.532979,0.265068,0.107687,0.074355,0.274800,0.087895
uncertainty_active_selection,heldout_object,iid_mechanisms,contact_grasp_policy,3,84,0.654762,0.533803,0.265698,0.108131,0.074816,0.275204,0.088313
uncertainty_active_selection,heldout_object,iid_mechanisms,contact_grasp_policy,4,84,0.607143,0.534627,0.266328,0.110005,0.076315,0.276084,0.088731
uncertainty_active_selection,heldout_object,iid_mechanisms,contact_grasp_policy,5,84,0.571429,0.535451,0.266958,0.111521,0.077554,0.276845,0.089149
uncertainty_active_selection,heldout_object,iid_mechanisms,contact_grasp_policy,6,84,0.666667,0.536275,0.267588,0.109109,0.075939,0.276297,0.089567
uncertainty_active_selection,heldout_object,iid_mechanisms,peg_search_policy,0,84,0.666667,0.504867,0.258266,0.108031,0.072284,0.275755,0.087463
uncertainty_active_selection,heldout_object,iid_mechanisms,peg_search_policy,1,84,0.595238,0.505667,0.258878,0.110606,0.074288,0.276861,0.087869
uncertainty_active_selection,heldout_object,iid_mechanisms,peg_search_policy,2,84,0.654762,0.506467,0.259490,0.109252,0.073438,0.276658,0.088275
uncertainty_active_selection,heldout_object,iid_mechanisms,peg_search_policy,3,84,0.595238,0.507267,0.260102,0.111469,0.075183,0.277645,0.088681
uncertainty_active_selection,heldout_object,iid_mechanisms,peg_search_policy,4,84,0.642857,0.508067,0.260714,0.110473,0.074592,0.277561,0.089086
uncertainty_active_selection,heldout_object,iid_mechanisms,peg_search_policy,5,84,0.690476,0.508867,0.261326,0.109476,0.074001,0.277477,0.089492
uncertainty_active_selection,heldout_object,iid_mechanisms,peg_search_policy,6,84,0.630952,0.509667,0.261938,0.111693,0.075746,0.278464,0.089898
uncertainty_active_selection,heldout_object,iid_mechanisms,deformable_pull_policy,0,84,0.607143,0.546046,0.258089,0.108705,0.076729,0.275402,0.088710
uncertainty_active_selection,heldout_object,iid_mechanisms,deformable_pull_policy,1,84,0.559524,0.546886,0.258731,0.110588,0.078236,0.276290,0.089137
uncertainty_active_selection,heldout_object,iid_mechanisms,deformable_pull_policy,2,84,0.595238,0.531718,0.259373,0.109970,0.077927,0.276345,0.089563
uncertainty_active_selection,heldout_object,iid_mechanisms,deformable_pull_policy,3,84,0.547619,0.532558,0.260015,0.111852,0.079435,0.277233,0.089989
uncertainty_active_selection,heldout_object,iid_mechanisms,deformable_pull_policy,4,84,0.535714,0.533398,0.260657,0.112663,0.080164,0.277764,0.090415
uncertainty_active_selection,heldout_object,iid_mechanisms,deformable_pull_policy,5,84,0.595238,0.534238,0.261299,0.111331,0.071333,0.277581,0.090842
uncertainty_active_selection,heldout_object,iid_mechanisms,deformable_pull_policy,6,84,0.642857,0.535078,0.261941,0.110356,0.070764,0.277517,0.091268
uncertainty_active_selection,heldout_object,iid_mechanisms,mobile_place_policy,0,84,0.619048,0.524594,0.262926,0.109535,0.074886,0.276041,0.088169
uncertainty_active_selection,heldout_object,iid_mechanisms,mobile_place_policy,1,84,0.619048,0.525410,0.263550,0.109975,0.075342,0.276441,0.088583
uncertainty_active_selection,heldout_object,iid_mechanisms,mobile_place_policy,2,84,0.595238,0.526226,0.264174,0.111130,0.076317,0.277079,0.088997
uncertainty_active_selection,heldout_object,iid_mechanisms,mobile_place_policy,3,84,0.690476,0.527042,0.264798,0.108714,0.074697,0.276527,0.089411
uncertainty_active_selection,heldout_object,iid_mechanisms,mobile_place_policy,4,84,0.583333,0.527858,0.265422,0.112368,0.077489,0.277998,0.089825
uncertainty_active_selection,heldout_object,iid_mechanisms,mobile_place_policy,5,84,0.678571,0.528674,0.266046,0.109952,0.075869,0.277446,0.090239
uncertainty_active_selection,heldout_object,iid_mechanisms,mobile_place_policy,6,84,0.607143,0.529490,0.266670,0.112535,0.077883,0.278560,0.090653
uncertainty_active_selection,heldout_object,iid_mechanisms,force_limited_twist_policy,0,84,0.595238,0.537415,0.260599,0.111774,0.075391,0.278031,0.085051
uncertainty_active_selection,heldout_object,iid_mechanisms,force_limited_twist_policy,1,84,0.654762,0.538287,0.261265,0.110459,0.074581,0.277864,0.085494
uncertainty_active_selection,heldout_object,iid_mechanisms,force_limited_twist_policy,2,84,0.583333,0.539159,0.261931,0.113074,0.076625,0.279006,0.085936
uncertainty_active_selection,heldout_object,iid_mechanisms,force_limited_twist_policy,3,84,0.607143,0.540031,0.262597,0.112831,0.076594,0.271192,0.086379
uncertainty_active_selection,heldout_object,iid_mechanisms,force_limited_twist_policy,4,84,0.654762,0.540903,0.263263,0.111873,0.076043,0.271144,0.086822
uncertainty_active_selection,heldout_object,iid_mechanisms,force_limited_twist_policy,5,84,0.666667,0.541775,0.263929,0.103983,0.075791,0.271453,0.087264
uncertainty_active_selection,heldout_object,iid_mechanisms,force_limited_twist_policy,6,84,0.654762,0.526639,0.264595,0.104812,0.076538,0.272000,0.087707
uncertainty_active_selection,heldout_object,color_mechanism_confound,contact_grasp_policy,0,84,0.702381,0.520374,0.274161,0.117227,0.071282,0.272994,0.091557
uncertainty_active_selection,heldout_object,color_mechanism_confound,contact_grasp_policy,1,84,0.583333,0.521278,0.274851,0.113283,0.073902,0.274628,0.092016
uncertainty_active_selection,heldout_object,color_mechanism_confound,contact_grasp_policy,2,84,0.666667,0.522182,0.275541,0.111272,0.072591,0.274239,0.092475
uncertainty_active_selection,heldout_object,color_mechanism_confound,contact_grasp_policy,3,84,0.547619,0.523086,0.276231,0.115332,0.075692,0.275873,0.092934
uncertainty_active_selection,heldout_object,color_mechanism_confound,contact_grasp_policy,4,84,0.619048,0.523990,0.276921,0.113678,0.074640,0.275603,0.093393
uncertainty_active_selection,heldout_object,color_mechanism_confound,contact_grasp_policy,5,84,0.619048,0.524894,0.277611,0.114167,0.075145,0.276047,0.093852
uncertainty_active_selection,heldout_object,color_mechanism_confound,contact_grasp_policy,6,84,0.654762,0.525798,0.278301,0.113585,0.074872,0.276134,0.094311
uncertainty_active_selection,heldout_object,color_mechanism_confound,peg_search_policy,0,84,0.619048,0.498486,0.272052,0.115826,0.074286,0.277997,0.094304
uncertainty_active_selection,heldout_object,color_mechanism_confound,peg_search_policy,1,84,0.523810,0.499366,0.272724,0.119159,0.076855,0.279382,0.094750
uncertainty_active_selection,heldout_object,color_mechanism_confound,peg_search_policy,2,84,0.547619,0.500246,0.273396,0.118920,0.076828,0.279576,0.095197
uncertainty_active_selection,heldout_object,color_mechanism_confound,peg_search_policy,3,84,0.607143,0.501126,0.274068,0.117610,0.076022,0.279412,0.087640
uncertainty_active_selection,heldout_object,color_mechanism_confound,peg_search_policy,4,84,0.535714,0.502006,0.274740,0.120229,0.078071,0.280559,0.088087
uncertainty_active_selection,heldout_object,color_mechanism_confound,peg_search_policy,5,84,0.571429,0.502886,0.275412,0.119633,0.077785,0.280634,0.088533
uncertainty_active_selection,heldout_object,color_mechanism_confound,peg_search_policy,6,84,0.571429,0.503766,0.276084,0.120109,0.078277,0.281066,0.088980
uncertainty_active_selection,heldout_object,color_mechanism_confound,deformable_pull_policy,0,84,0.559524,0.534841,0.280263,0.114633,0.076501,0.275233,0.093273
uncertainty_active_selection,heldout_object,color_mechanism_confound,deformable_pull_policy,1,84,0.488095,0.535761,0.268959,0.116493,0.078105,0.276399,0.093548
uncertainty_active_selection,heldout_object,color_mechanism_confound,deformable_pull_policy,2,84,0.488095,0.536681,0.269661,0.116991,0.078620,0.276851,0.094016
uncertainty_active_selection,heldout_object,color_mechanism_confound,deformable_pull_policy,3,84,0.511905,0.537601,0.270363,0.116774,0.078615,0.277065,0.094483
uncertainty_active_selection,heldout_object,color_mechanism_confound,deformable_pull_policy,4,84,0.571429,0.538521,0.271065,0.115486,0.077832,0.276922,0.094950
uncertainty_active_selection,heldout_object,color_mechanism_confound,deformable_pull_policy,5,84,0.595238,0.539441,0.271767,0.115270,0.077827,0.277136,0.095417
uncertainty_active_selection,heldout_object,color_mechanism_confound,deformable_pull_policy,6,84,0.571429,0.540361,0.272469,0.116482,0.078861,0.277826,0.087880
uncertainty_active_selection,heldout_object,color_mechanism_confound,mobile_place_policy,0,84,0.523810,0.518445,0.276885,0.118885,0.078056,0.278876,0.095129
uncertainty_active_selection,heldout_object,color_mechanism_confound,mobile_place_policy,1,84,0.535714,0.519341,0.277569,0.119013,0.078297,0.279197,0.087580
uncertainty_active_selection,heldout_object,color_mechanism_confound,mobile_place_policy,2,84,0.583333,0.520237,0.278253,0.118068,0.077760,0.279161,0.088034
uncertainty_active_selection,heldout_object,color_mechanism_confound,mobile_place_policy,3,84,0.619048,0.521133,0.278937,0.117481,0.077483,0.279243,0.088489
uncertainty_active_selection,heldout_object,color_mechanism_confound,mobile_place_policy,4,84,0.630952,0.522029,0.279621,0.117609,0.077724,0.279564,0.088944
uncertainty_active_selection,heldout_object,color_mechanism_confound,mobile_place_policy,5,84,0.619048,0.522925,0.280305,0.118450,0.078485,0.280123,0.089399
uncertainty_active_selection,heldout_object,color_mechanism_confound,mobile_place_policy,6,84,0.595238,0.507813,0.268983,0.118869,0.079038,0.280802,0.089662
uncertainty_active_selection,heldout_object,color_mechanism_confound,force_limited_twist_policy,0,84,0.619048,0.530274,0.273815,0.117009,0.075411,0.279179,0.091502
uncertainty_active_selection,heldout_object,color_mechanism_confound,force_limited_twist_policy,1,84,0.595238,0.531226,0.274541,0.118238,0.076462,0.279886,0.091986
uncertainty_active_selection,heldout_object,color_mechanism_confound,force_limited_twist_policy,2,84,0.619048,0.532178,0.275267,0.118039,0.076476,0.280115,0.092470
uncertainty_active_selection,heldout_object,color_mechanism_confound,force_limited_twist_policy,3,84,0.750000,0.533130,0.275993,0.114626,0.074153,0.279274,0.092953
uncertainty_active_selection,heldout_object,color_mechanism_confound,force_limited_twist_policy,4,84,0.595238,0.534082,0.276719,0.119784,0.078059,0.281290,0.093437
uncertainty_active_selection,heldout_object,color_mechanism_confound,force_limited_twist_policy,5,84,0.595238,0.535034,0.277445,0.120299,0.078592,0.273754,0.093921
uncertainty_active_selection,heldout_object,color_mechanism_confound,force_limited_twist_policy,6,84,0.607143,0.519978,0.278171,0.112453,0.078384,0.274103,0.094404
uncertainty_active_selection,heldout_object,material_shift,contact_grasp_policy,0,84,0.571429,0.513889,0.274395,0.120859,0.079959,0.281469,0.094712
uncertainty_active_selection,heldout_object,material_shift,contact_grasp_policy,1,84,0.642857,0.514713,0.275025,0.119161,0.078862,0.281159,0.095130
uncertainty_active_selection,heldout_object,material_shift,contact_grasp_policy,2,84,0.630952,0.515537,0.275655,0.119963,0.071579,0.281682,0.095548
uncertainty_active_selection,heldout_object,material_shift,contact_grasp_policy,3,84,0.595238,0.516361,0.276285,0.121479,0.072818,0.274439,0.095967
uncertainty_active_selection,heldout_object,material_shift,contact_grasp_policy,4,84,0.654762,0.517185,0.276915,0.120139,0.071981,0.274248,0.096385
uncertainty_active_selection,heldout_object,material_shift,contact_grasp_policy,5,84,0.535714,0.518009,0.277545,0.116151,0.074557,0.275842,0.088799
uncertainty_active_selection,heldout_object,material_shift,contact_grasp_policy,6,84,0.583333,0.518833,0.278175,0.115167,0.073979,0.275770,0.089217
uncertainty_active_selection,heldout_object,material_shift,peg_search_policy,0,84,0.630952,0.503433,0.280859,0.113441,0.077757,0.274752,0.095309
uncertainty_active_selection,heldout_object,material_shift,peg_search_policy,1,84,0.619048,0.488225,0.281471,0.114230,0.078464,0.275263,0.095714
uncertainty_active_selection,heldout_object,material_shift,peg_search_policy,2,84,0.619048,0.489025,0.282083,0.114662,0.078912,0.275655,0.096120
uncertainty_active_selection,heldout_object,material_shift,peg_search_policy,3,84,0.619048,0.489825,0.282695,0.115094,0.079359,0.276047,0.096526
uncertainty_active_selection,heldout_object,material_shift,peg_search_policy,4,84,0.642857,0.490625,0.283307,0.114811,0.071283,0.276201,0.088928
uncertainty_active_selection,heldout_object,material_shift,peg_search_policy,5,84,0.559524,0.491425,0.283919,0.117743,0.073547,0.277426,0.089334
uncertainty_active_selection,heldout_object,material_shift,peg_search_policy,6,84,0.678571,0.492225,0.284531,0.114603,0.071399,0.276628,0.089739
uncertainty_active_selection,heldout_object,material_shift,deformable_pull_policy,0,84,0.595238,0.528603,0.280682,0.121405,0.074159,0.282165,0.096556
uncertainty_active_selection,heldout_object,material_shift,deformable_pull_policy,1,84,0.619048,0.529443,0.281324,0.121145,0.074110,0.274335,0.088978
uncertainty_active_selection,heldout_object,material_shift,deformable_pull_policy,2,84,0.488095,0.530283,0.281966,0.125527,0.077435,0.276057,0.089404
uncertainty_active_selection,heldout_object,material_shift,deformable_pull_policy,3,84,0.559524,0.531123,0.282608,0.115834,0.075867,0.275754,0.089831
uncertainty_active_selection,heldout_object,material_shift,deformable_pull_policy,4,84,0.571429,0.531963,0.283250,0.115930,0.076077,0.276047,0.090257
uncertainty_active_selection,heldout_object,material_shift,deformable_pull_policy,5,84,0.523810,0.532803,0.283892,0.117813,0.077585,0.276935,0.090683
uncertainty_active_selection,heldout_object,material_shift,deformable_pull_policy,6,84,0.559524,0.533643,0.284534,0.117195,0.077276,0.276990,0.091109
uncertainty_active_selection,heldout_object,material_shift,mobile_place_policy,0,84,0.535714,0.507151,0.273513,0.123597,0.073406,0.275514,0.095823
uncertainty_active_selection,heldout_object,material_shift,mobile_place_policy,1,84,0.630952,0.507967,0.274137,0.113176,0.071306,0.274962,0.096237
uncertainty_active_selection,heldout_object,material_shift,mobile_place_policy,2,84,0.416667,0.508783,0.274761,0.120045,0.076434,0.277505,0.088647
uncertainty_active_selection,heldout_object,material_shift,mobile_place_policy,3,84,0.416667,0.509599,0.275385,0.120486,0.076890,0.277905,0.089061
uncertainty_active_selection,heldout_object,material_shift,mobile_place_policy,4,84,0.583333,0.510415,0.276009,0.115927,0.073713,0.276638,0.089475
uncertainty_active_selection,heldout_object,material_shift,mobile_place_policy,5,84,0.559524,0.511231,0.276633,0.117081,0.074689,0.277276,0.089889
uncertainty_active_selection,heldout_object,material_shift,mobile_place_policy,6,84,0.630952,0.512047,0.277257,0.115379,0.073588,0.276962,0.090303
uncertainty_active_selection,heldout_object,material_shift,force_limited_twist_policy,0,84,0.559524,0.519973,0.283192,0.117184,0.072860,0.277028,0.092897
uncertainty_active_selection,heldout_object,material_shift,force_limited_twist_policy,1,84,0.500000,0.520845,0.283858,0.119441,0.074645,0.278052,0.093339
uncertainty_active_selection,heldout_object,material_shift,force_limited_twist_policy,2,84,0.559524,0.521717,0.284524,0.118126,0.073835,0.277884,0.093782
uncertainty_active_selection,heldout_object,material_shift,force_limited_twist_policy,3,84,0.630952,0.522589,0.273184,0.115674,0.072299,0.277598,0.094032
uncertainty_active_selection,heldout_object,material_shift,force_limited_twist_policy,4,84,0.619048,0.523461,0.273850,0.116503,0.073046,0.278145,0.094475
uncertainty_active_selection,heldout_object,material_shift,force_limited_twist_policy,5,84,0.654762,0.524333,0.274516,0.115903,0.072755,0.278216,0.094918
uncertainty_active_selection,heldout_object,material_shift,force_limited_twist_policy,6,84,0.488095,0.525205,0.275182,0.121374,0.076876,0.280311,0.095360
uncertainty_active_selection,heldout_object,operator_bias_shift,contact_grasp_policy,0,84,0.488095,0.523834,0.282776,0.120214,0.080052,0.276911,0.091798
uncertainty_active_selection,heldout_object,operator_bias_shift,contact_grasp_policy,1,84,0.559524,0.524698,0.283436,0.118538,0.078978,0.276621,0.092237
uncertainty_active_selection,heldout_object,operator_bias_shift,contact_grasp_policy,2,84,0.619048,0.525562,0.284096,0.117219,0.078164,0.276450,0.092676
uncertainty_active_selection,heldout_object,operator_bias_shift,contact_grasp_policy,3,84,0.547619,0.510418,0.284756,0.119829,0.080204,0.277588,0.093114
uncertainty_active_selection,heldout_object,operator_bias_shift,contact_grasp_policy,4,84,0.654762,0.511282,0.285416,0.117081,0.078351,0.276940,0.093553
uncertainty_active_selection,heldout_object,operator_bias_shift,contact_grasp_policy,5,84,0.583333,0.512146,0.286076,0.119691,0.080391,0.278079,0.093991
uncertainty_active_selection,heldout_object,operator_bias_shift,contact_grasp_policy,6,84,0.666667,0.513010,0.286736,0.117658,0.071054,0.277669,0.094430
uncertainty_active_selection,heldout_object,operator_bias_shift,peg_search_policy,0,84,0.523810,0.499658,0.278950,0.121989,0.079662,0.279580,0.093374
uncertainty_active_selection,heldout_object,operator_bias_shift,peg_search_policy,1,84,0.595238,0.500498,0.279592,0.120300,0.078575,0.279278,0.093800
uncertainty_active_selection,heldout_object,operator_bias_shift,peg_search_policy,2,84,0.535714,0.501338,0.280234,0.122540,0.080342,0.280285,0.094227
uncertainty_active_selection,heldout_object,operator_bias_shift,peg_search_policy,3,84,0.654762,0.486170,0.280876,0.119422,0.078217,0.279507,0.094653
uncertainty_active_selection,heldout_object,operator_bias_shift,peg_search_policy,4,84,0.511905,0.487010,0.281518,0.124162,0.081801,0.281347,0.095079
uncertainty_active_selection,heldout_object,operator_bias_shift,peg_search_policy,5,84,0.630952,0.487850,0.282160,0.121044,0.071671,0.280569,0.095505
uncertainty_active_selection,heldout_object,operator_bias_shift,peg_search_policy,6,84,0.559524,0.488690,0.282802,0.123640,0.073698,0.281695,0.095932
uncertainty_active_selection,heldout_object,operator_bias_shift,deformable_pull_policy,0,84,0.607143,0.530420,0.282967,0.121447,0.076116,0.280595,0.097484
uncertainty_active_selection,heldout_object,operator_bias_shift,deformable_pull_policy,1,84,0.559524,0.531300,0.283639,0.123351,0.077646,0.281503,0.089927
uncertainty_active_selection,heldout_object,operator_bias_shift,deformable_pull_policy,2,84,0.607143,0.532180,0.284311,0.122398,0.077100,0.281459,0.090374
uncertainty_active_selection,heldout_object,operator_bias_shift,deformable_pull_policy,3,84,0.690476,0.533060,0.284983,0.120374,0.075775,0.281058,0.090821
uncertainty_active_selection,heldout_object,operator_bias_shift,deformable_pull_policy,4,84,0.583333,0.533940,0.285655,0.124064,0.078603,0.282561,0.091267
uncertainty_active_selection,heldout_object,operator_bias_shift,deformable_pull_policy,5,84,0.488095,0.534820,0.286327,0.127396,0.081171,0.283945,0.091714
uncertainty_active_selection,heldout_object,operator_bias_shift,deformable_pull_policy,6,84,0.559524,0.535700,0.286999,0.125729,0.080106,0.275659,0.092161
uncertainty_active_selection,heldout_object,operator_bias_shift,mobile_place_policy,0,84,0.607143,0.511496,0.277694,0.123240,0.075479,0.282617,0.090042
uncertainty_active_selection,heldout_object,operator_bias_shift,mobile_place_policy,1,84,0.535714,0.512352,0.278348,0.125845,0.077515,0.275747,0.090476
uncertainty_active_selection,heldout_object,operator_bias_shift,mobile_place_policy,2,84,0.547619,0.513208,0.279002,0.125951,0.077734,0.276048,0.090910
uncertainty_active_selection,heldout_object,operator_bias_shift,mobile_place_policy,3,84,0.523810,0.514064,0.279656,0.119123,0.078251,0.276706,0.091345
uncertainty_active_selection,heldout_object,operator_bias_shift,mobile_place_policy,4,84,0.583333,0.514920,0.280310,0.117800,0.077432,0.276531,0.091779
uncertainty_active_selection,heldout_object,operator_bias_shift,mobile_place_policy,5,84,0.630952,0.515776,0.280964,0.116834,0.076873,0.276475,0.092214
uncertainty_active_selection,heldout_object,operator_bias_shift,mobile_place_policy,6,84,0.535714,0.516632,0.281618,0.120154,0.079428,0.277847,0.092648
