method,task,regime,budget,split,seed,episodes,stress,success_rate,utility,causal_mechanism_recall,spurious_dependence_rate,tail_failure_rate,damage_rate,selection_cost,regret,calibration_error,ablation,ablation_note
minus_spurious_penalty,force_limited_twist_policy,iid_mechanisms,medium_budget,combined_stress,8,96,0.26100000,0.72916667,0.64524709,0.73811500,0.17874424,0.08283328,0.04704839,0.16282800,0.10775389,0.06244688,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,iid_mechanisms,medium_budget,combined_stress,9,96,0.26100000,0.65625000,0.57308584,0.73899000,0.16750024,0.08508551,0.04879363,0.16332000,0.11672304,0.05471400,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,iid_mechanisms,small_budget,combined_stress,0,96,0.28350000,0.69791667,0.60802565,0.73800200,0.18023764,0.08613753,0.04884503,0.16978800,0.11252887,0.05642475,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,iid_mechanisms,small_budget,combined_stress,1,96,0.28350000,0.64583333,0.55685038,0.73887000,0.16898764,0.08776053,0.05017341,0.17027600,0.11895528,0.05669175,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,iid_mechanisms,small_budget,combined_stress,2,96,0.28350000,0.65625000,0.56670569,0.73973800,0.16974364,0.08796476,0.05050777,0.17076400,0.11833683,0.05719887,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,iid_mechanisms,small_budget,combined_stress,3,96,0.28350000,0.68750000,0.59881733,0.74060600,0.17049964,0.08754399,0.05042963,0.17125200,0.11518088,0.05770599,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,iid_mechanisms,small_budget,combined_stress,4,96,0.28350000,0.64583333,0.55303181,0.74147400,0.17125564,0.08931071,0.05179524,0.17174000,0.12090619,0.05821311,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,iid_mechanisms,small_budget,combined_stress,5,96,0.28350000,0.66666667,0.57244891,0.72833500,0.17201164,0.08920244,0.05192336,0.16422400,0.11957927,0.05872023,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,iid_mechanisms,small_budget,combined_stress,6,96,0.28350000,0.73958333,0.64907322,0.72920300,0.17276764,0.08753167,0.05102022,0.16471200,0.11134832,0.05922735,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,iid_mechanisms,small_budget,combined_stress,7,96,0.28350000,0.67708333,0.58103136,0.73007100,0.17352364,0.08992340,0.05279833,0.16520000,0.11961113,0.05973447,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,iid_mechanisms,small_budget,combined_stress,8,96,0.28350000,0.75000000,0.65765568,0.73093900,0.17427964,0.08825263,0.05189519,0.16568800,0.11138018,0.06024159,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,iid_mechanisms,small_budget,combined_stress,9,96,0.28350000,0.76041667,0.66751099,0.73180700,0.17503564,0.08845685,0.05222955,0.16617600,0.11076174,0.06074871,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,medium_budget,combined_stress,0,96,0.33172000,0.77083333,0.67228689,0.72498356,0.18765684,0.08746788,0.05152586,0.16695952,0.10835329,0.06470994,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,medium_budget,combined_stress,1,96,0.33172000,0.57291667,0.45946574,0.72592856,0.18847884,0.09396862,0.05603320,0.16749152,0.13316752,0.06526238,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,medium_budget,combined_stress,2,96,0.33172000,0.63541667,0.52765016,0.72687356,0.18930084,0.09265685,0.05538429,0.16001952,0.12626301,0.05781082,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,medium_budget,combined_stress,3,96,0.33172000,0.61458333,0.50400785,0.72781856,0.19012284,0.09384509,0.05638538,0.16055152,0.12950849,0.05836326,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,medium_budget,combined_stress,4,96,0.33172000,0.67708333,0.56939087,0.72876356,0.19094484,0.09253332,0.05573647,0.16108352,0.12260398,0.05891570,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,medium_budget,combined_stress,5,96,0.33172000,0.67708333,0.56800489,0.72970856,0.19176684,0.09309656,0.05632506,0.16161552,0.12331196,0.05946814,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,medium_budget,combined_stress,6,96,0.33172000,0.75000000,0.65107935,0.73065356,0.19258884,0.09147230,0.04746590,0.16214752,0.11513869,0.06002058,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,medium_budget,combined_stress,7,96,0.33172000,0.65625000,0.55810255,0.73159856,0.19341084,0.08684403,0.04943050,0.16267952,0.11678019,0.06057302,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,medium_budget,combined_stress,8,96,0.33172000,0.61458333,0.51794232,0.73254356,0.18222684,0.08820104,0.05060061,0.16321152,0.12199553,0.06088534,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,medium_budget,combined_stress,9,96,0.33172000,0.70833333,0.61670984,0.73348856,0.18304884,0.08595178,0.04933295,0.16374352,0.11128476,0.06143778,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,small_budget,combined_stress,0,96,0.35422000,0.61458333,0.50219800,0.72459056,0.18900624,0.09429266,0.05562113,0.16569152,0.12814422,0.06649692,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,small_budget,combined_stress,1,96,0.35422000,0.65625000,0.54661561,0.72552856,0.18982224,0.09360167,0.05538036,0.16621952,0.12377196,0.05904124,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,small_budget,combined_stress,2,96,0.35422000,0.50000000,0.37831741,0.72646656,0.19063824,0.09884817,0.05905834,0.16674752,0.14350595,0.05958956,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,small_budget,combined_stress,3,96,0.35422000,0.73958333,0.63288955,0.72740456,0.19145424,0.09221968,0.05489882,0.16727552,0.11502744,0.06013788,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,small_budget,combined_stress,4,96,0.35422000,0.68750000,0.57587302,0.72834256,0.19227024,0.09434119,0.05651430,0.16780352,0.12207393,0.06068620,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,small_budget,combined_stress,5,96,0.35422000,0.64583333,0.54250932,0.72928056,0.19308624,0.08814620,0.04943928,0.16833152,0.12737143,0.06123452,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,small_budget,combined_stress,6,96,0.35422000,0.56250000,0.45470959,0.73021856,0.19390224,0.09120521,0.05167351,0.16885952,0.12821917,0.06178284,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,small_budget,combined_stress,7,96,0.35422000,0.67708333,0.57574372,0.73115656,0.19471824,0.08832671,0.04998899,0.16938752,0.11496566,0.06233116,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,small_budget,combined_stress,8,96,0.35422000,0.68750000,0.58549619,0.73209456,0.19553424,0.08857322,0.05036697,0.16991552,0.11439965,0.06287948,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,color_mechanism_confound,small_budget,combined_stress,9,96,0.35422000,0.64583333,0.54534625,0.73303256,0.18434424,0.08992600,0.05153272,0.17044352,0.11960975,0.06318768,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,medium_budget,combined_stress,0,96,0.37044000,0.73958333,0.64661891,0.72986112,0.18476257,0.08699732,0.04955299,0.16488704,0.10780971,0.05927685,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,medium_budget,combined_stress,1,96,0.37044000,0.69791667,0.60082310,0.73073612,0.18552457,0.08876827,0.05092296,0.16537904,0.11354026,0.05978809,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,medium_budget,combined_stress,2,96,0.37044000,0.70833333,0.61066813,0.73161112,0.18628657,0.08897673,0.05126168,0.16587104,0.11292705,0.06029933,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,medium_budget,combined_stress,3,96,0.37044000,0.63541667,0.53148782,0.73248612,0.18704857,0.09168519,0.05325041,0.16636304,0.12246385,0.06081057,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,medium_budget,combined_stress,4,96,0.37044000,0.70833333,0.60810185,0.73336112,0.18781057,0.09001864,0.05235163,0.16685504,0.11423815,0.06132181,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,medium_budget,combined_stress,5,96,0.37044000,0.69791667,0.59569055,0.73423612,0.18857257,0.09085210,0.05310285,0.16734704,0.11616245,0.06183305,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,medium_budget,combined_stress,6,96,0.37044000,0.65625000,0.54680760,0.72110412,0.18933457,0.09262305,0.05447283,0.16783904,0.12245327,0.06234429,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,medium_budget,combined_stress,7,96,0.37044000,0.64583333,0.53439629,0.72197912,0.19009657,0.09345651,0.05522405,0.16833104,0.12437757,0.06285553,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,medium_budget,combined_stress,8,96,0.37044000,0.62500000,0.51237758,0.72285412,0.19085857,0.09460247,0.05618152,0.16081904,0.12757062,0.06336677,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,medium_budget,combined_stress,9,96,0.37044000,0.65625000,0.54447894,0.72372912,0.19162057,0.09418592,0.05610775,0.16131104,0.12441992,0.06387801,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,small_budget,combined_stress,0,96,0.39294000,0.61458333,0.49613183,0.72274112,0.19235197,0.09728171,0.05756566,0.16777904,0.12980810,0.06534864,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,small_budget,combined_stress,1,96,0.39294000,0.70833333,0.59501248,0.72360912,0.19310797,0.09498594,0.05625002,0.16826704,0.11903965,0.06585576,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,small_budget,combined_stress,2,96,0.39294000,0.56250000,0.44390667,0.72447712,0.19386397,0.09187367,0.05919789,0.16875504,0.13697221,0.06636288,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,small_budget,combined_stress,3,96,0.39294000,0.63541667,0.52053098,0.72534512,0.19461997,0.09020290,0.05829475,0.16924304,0.12874127,0.06687000,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,small_budget,combined_stress,4,96,0.39294000,0.63541667,0.52582140,0.72621312,0.19537597,0.09071963,0.05083137,0.16973104,0.12939157,0.06737712,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,small_budget,combined_stress,5,96,0.39294000,0.61458333,0.50489352,0.72708112,0.19613197,0.09186135,0.05178448,0.17021904,0.12257438,0.06788424,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,small_budget,combined_stress,6,96,0.39294000,0.64583333,0.53700516,0.72794912,0.19688797,0.09144058,0.05170634,0.17070704,0.11941843,0.06839136,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,small_budget,combined_stress,7,96,0.39294000,0.65625000,0.54814111,0.72881712,0.19764397,0.09164481,0.05204070,0.17119504,0.11879998,0.06089448,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,small_budget,combined_stress,8,96,0.39294000,0.61458333,0.50809401,0.72968512,0.18639397,0.09295531,0.05316283,0.17168304,0.12395764,0.06116148,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,material_shift,small_budget,combined_stress,9,96,0.39294000,0.62500000,0.51794932,0.73055312,0.18714997,0.09315954,0.05349719,0.17217104,0.12333920,0.06166860,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,medium_budget,combined_stress,0,96,0.39276000,0.68750000,0.57657570,0.72059548,0.20266252,0.08887554,0.05447114,0.16407616,0.11927853,0.06151565,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,medium_budget,combined_stress,1,96,0.39276000,0.59375000,0.48082606,0.72150548,0.19144852,0.09177390,0.05665069,0.16458816,0.13081140,0.06180737,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,medium_budget,combined_stress,2,96,0.39276000,0.71875000,0.61302950,0.72241548,0.19224052,0.08856600,0.05474247,0.16510016,0.11626816,0.06233921,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,medium_budget,combined_stress,3,96,0.39276000,0.71875000,0.61169494,0.72332548,0.19303252,0.08910810,0.05530925,0.16561216,0.11694993,0.06287105,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,medium_budget,combined_stress,4,96,0.39276000,0.68750000,0.57697588,0.72423548,0.19382452,0.09058769,0.05649478,0.16612416,0.12143795,0.06340289,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,medium_budget,combined_stress,5,96,0.39276000,0.61458333,0.49774416,0.72514548,0.19461652,0.09331729,0.05850531,0.16663616,0.13100096,0.06393473,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,medium_budget,combined_stress,6,96,0.39276000,0.67708333,0.56974188,0.72605548,0.19540852,0.09198438,0.04983060,0.16714816,0.12407023,0.06446657,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,medium_budget,combined_stress,7,96,0.39276000,0.66666667,0.55727915,0.72696548,0.19620052,0.09283898,0.05060363,0.16766016,0.12602074,0.06499841,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,medium_budget,combined_stress,8,96,0.39276000,0.64583333,0.53628956,0.72787548,0.19699252,0.09400608,0.05158291,0.16817216,0.11923501,0.06553025,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,medium_budget,combined_stress,9,96,0.39276000,0.67708333,0.56833950,0.72878548,0.19778452,0.09361067,0.05153094,0.16868416,0.11611052,0.06606209,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,small_budget,combined_stress,0,96,0.41526000,0.65625000,0.53889470,0.72384248,0.19512592,0.09369264,0.05811601,0.17289216,0.12600353,0.06520492,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,small_budget,combined_stress,1,96,0.41526000,0.61458333,0.49962104,0.72474548,0.19591192,0.09548051,0.05149943,0.17340016,0.13175505,0.06573264,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,small_budget,combined_stress,2,96,0.41526000,0.58333333,0.46491226,0.72564848,0.19669792,0.09695588,0.05268060,0.17390816,0.13623782,0.06626036,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,small_budget,combined_stress,3,96,0.41526000,0.56250000,0.44545371,0.72655148,0.19748392,0.09811875,0.05365552,0.16641216,0.12944684,0.06678808,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,small_budget,combined_stress,4,96,0.41526000,0.60416667,0.48864210,0.72745448,0.19826992,0.09740662,0.05339294,0.16692016,0.12504836,0.06731580,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,small_budget,combined_stress,5,96,0.41526000,0.57291667,0.45393333,0.72835748,0.19905592,0.09888198,0.05457411,0.16742816,0.12953114,0.06784352,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,small_budget,combined_stress,6,96,0.41526000,0.59375000,0.47486538,0.72926048,0.19984192,0.09879485,0.05472403,0.16793616,0.12767016,0.06837124,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,small_budget,combined_stress,7,96,0.41526000,0.59375000,0.47354111,0.73016348,0.20062792,0.09933272,0.05528645,0.16844416,0.12834668,0.06889896,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,small_budget,combined_stress,8,96,0.41526000,0.67708333,0.56252281,0.73106648,0.20141392,0.09737059,0.05419887,0.16895216,0.11887320,0.06142268,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,operator_bias_shift,small_budget,combined_stress,9,96,0.41526000,0.60416667,0.48926274,0.73196948,0.20219992,0.09209196,0.05572480,0.16946016,0.12795073,0.06195040,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,0,96,0.44304000,0.57291667,0.44912906,0.71898392,0.20022655,0.09422655,0.06023189,0.16507664,0.13644943,0.06483413,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,1,96,0.44304000,0.60416667,0.48771143,0.71991492,0.20103655,0.09384383,0.05218901,0.16560064,0.13334068,0.06537833,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,2,96,0.44304000,0.58333333,0.46408968,0.72084592,0.20184655,0.09502361,0.05318137,0.16612464,0.13657567,0.06592253,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,3,96,0.44304000,0.67708333,0.56547907,0.72177692,0.20265655,0.09276589,0.05190499,0.16664864,0.11584942,0.06646673,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,4,96,0.44304000,0.63541667,0.51960099,0.72270792,0.20346655,0.09457067,0.05330986,0.16717264,0.12162192,0.06701093,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,5,96,0.44304000,0.57291667,0.45146658,0.72363892,0.20427655,0.09700045,0.05512722,0.16769664,0.12993192,0.06755513,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,6,96,0.44304000,0.65625000,0.53912650,0.72456992,0.20508655,0.09505523,0.05405709,0.16822064,0.12047941,0.06809933,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,7,96,0.44304000,0.64583333,0.53237134,0.72550092,0.19389055,0.09546628,0.05459973,0.16874464,0.12187801,0.06840341,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,8,96,0.44304000,0.70833333,0.59777492,0.72643192,0.19470055,0.09414606,0.05394209,0.16926864,0.11496301,0.06894761,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,medium_budget,combined_stress,9,96,0.44304000,0.64583333,0.53116127,0.72736292,0.19551055,0.09657584,0.05575946,0.16178864,0.12327301,0.06949181,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,0,96,0.46554000,0.62500000,0.50710821,0.72004692,0.20282395,0.09568075,0.05310540,0.17264464,0.12195105,0.06747808,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,1,96,0.46554000,0.63541667,0.51688125,0.72097092,0.20362795,0.09591880,0.05347465,0.17316464,0.12137455,0.06801816,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,2,96,0.46554000,0.63541667,0.51552612,0.72189492,0.20443195,0.09646935,0.05405016,0.17368464,0.12206680,0.06855824,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,3,96,0.46554000,0.60416667,0.48078649,0.72281892,0.20523595,0.09795741,0.05524441,0.17420464,0.12656531,0.06909832,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,4,96,0.46554000,0.63541667,0.51281587,0.72374292,0.20603995,0.09757046,0.05520117,0.17472464,0.12345131,0.06963840,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,5,96,0.46554000,0.70833333,0.59087866,0.72466692,0.20684395,0.09593351,0.05433292,0.16724064,0.11526231,0.07017848,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,6,96,0.46554000,0.62500000,0.50623662,0.72559092,0.19564195,0.09852783,0.05631495,0.16776064,0.12553692,0.07047844,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,7,96,0.46554000,0.60416667,0.48262516,0.72651492,0.19644595,0.09970339,0.05730295,0.16828064,0.12876667,0.07101852,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,8,96,0.46554000,0.59375000,0.46833536,0.71343192,0.19724995,0.10056644,0.05808471,0.16880064,0.13128796,0.06355460,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,rare_contact_mechanism,small_budget,combined_stress,9,96,0.46554000,0.72916667,0.61164640,0.71435592,0.19805395,0.09705449,0.05597896,0.16932064,0.11548646,0.06409468,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,0,96,0.48324000,0.60416667,0.48331802,0.72217952,0.20639732,0.09527074,0.05615472,0.16601984,0.12739694,0.06450955,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,1,96,0.48324000,0.60416667,0.48201431,0.72306852,0.20717132,0.09580015,0.05670841,0.16651984,0.12806298,0.06502903,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,2,96,0.48324000,0.64583333,0.52522327,0.72395752,0.20794532,0.09507956,0.05643711,0.16701984,0.12365401,0.06554851,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,3,96,0.48324000,0.60416667,0.47631975,0.71083952,0.20871932,0.09685897,0.05781581,0.16751984,0.12995533,0.06606799,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,4,96,0.48324000,0.64583333,0.51952871,0.71172852,0.20949332,0.09613839,0.05754450,0.16801984,0.12554636,0.06658747,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,5,96,0.48324000,0.61458333,0.48484051,0.71261752,0.21026732,0.09760530,0.05871695,0.16851984,0.13001865,0.06710695,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,6,96,0.48324000,0.59375000,0.46128047,0.71350652,0.21104132,0.09875971,0.05968315,0.16901984,0.13322218,0.06762643,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,7,96,0.48324000,0.66666667,0.53787393,0.71439552,0.21181532,0.09710162,0.05879309,0.16951984,0.12500697,0.06814591,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,8,96,0.48324000,0.70833333,0.58108288,0.71528452,0.21258932,0.09638103,0.05852179,0.17001984,0.12059800,0.06866539,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,intervention_gap,medium_budget,combined_stress,9,96,0.48324000,0.62500000,0.49801302,0.71617352,0.20135732,0.09895422,0.06048200,0.16251584,0.13084639,0.06894475,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,intervention_gap,small_budget,combined_stress,0,96,0.50574000,0.64583333,0.51302072,0.71360352,0.21273872,0.09967571,0.05996016,0.16807984,0.12800464,0.06972437,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,intervention_gap,small_budget,combined_stress,1,96,0.50574000,0.61458333,0.47834279,0.71448552,0.21350672,0.10113840,0.06112824,0.16857584,0.13247169,0.07023973,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,intervention_gap,small_budget,combined_stress,2,96,0.50574000,0.58333333,0.44366487,0.71536752,0.21427472,0.10260108,0.06229633,0.16907184,0.13693873,0.07075509,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,intervention_gap,small_budget,combined_stress,3,96,0.50574000,0.62500000,0.49918581,0.71624952,0.20303672,0.10142004,0.05377318,0.16956784,0.13195687,0.07103033,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,intervention_gap,small_budget,combined_stress,4,96,0.50574000,0.66666667,0.54500636,0.71713152,0.20380472,0.10069522,0.05349752,0.17006384,0.11753766,0.07154569,minus_spurious_penalty,allows confound-heavy examples
minus_spurious_penalty,force_limited_twist_policy,intervention_gap,small_budget,combined_stress,5,96,0.50574000,0.66666667,0.54967431,0.71801352,0.20457272,0.09321640,0.05356661,0.17055984,0.11771822,0.07206105,minus_spurious_penalty,allows confound-heavy examples
